True Cost 	Penalty 	Adjusted Cost
2.577984E+01	0.000000E+00	2.577984E+01
5.733911E+01	0.000000E+00	5.733911E+01
1.601375E+02	0.000000E+00	1.601375E+02
6.050830E+00	0.000000E+00	6.050830E+00
3.740239E+01	0.000000E+00	3.740239E+01
1.744438E+02	0.000000E+00	1.744438E+02
1.419529E+01	0.000000E+00	1.419529E+01
2.616343E+01	0.000000E+00	2.616343E+01
4.184907E+01	0.000000E+00	4.184907E+01
-5.118678E-01	0.000000E+00	-5.118678E-01
3.109650E+00	0.000000E+00	3.109650E+00
4.770151E+01	0.000000E+00	4.770151E+01
3.455855E+00	0.000000E+00	3.455855E+00
1.924756E+01	0.000000E+00	1.924756E+01
7.482351E+00	0.000000E+00	7.482351E+00
2.899269E-01	0.000000E+00	2.899269E-01
5.390839E-01	0.000000E+00	5.390839E-01
2.526737E+01	0.000000E+00	2.526737E+01
3.170434E+00	0.000000E+00	3.170434E+00
1.945020E+01	0.000000E+00	1.945020E+01
3.116607E-01	0.000000E+00	3.116607E-01
3.178415E-01	0.000000E+00	3.178415E-01
4.606276E+00	0.000000E+00	4.606276E+00
1.350733E+01	0.000000E+00	1.350733E+01
3.178320E+00	0.000000E+00	3.178320E+00
-4.536868E-01	0.000000E+00	-4.536868E-01
5.094625E-01	0.000000E+00	5.094625E-01
3.106272E+00	0.000000E+00	3.106272E+00
4.424792E+00	0.000000E+00	4.424792E+00
8.202883E+00	0.000000E+00	8.202883E+00
1.594115E+00	0.000000E+00	1.594115E+00
1.532485E+00	0.000000E+00	1.532485E+00
8.396273E-01	0.000000E+00	8.396273E-01
9.385584E+00	0.000000E+00	9.385584E+00
7.711034E+00	0.000000E+00	7.711034E+00
3.059632E+00	0.000000E+00	3.059632E+00
7.731776E+00	0.000000E+00	7.731776E+00
1.245978E+00	0.000000E+00	1.245978E+00
4.015562E+00	0.000000E+00	4.015562E+00
1.440180E+00	0.000000E+00	1.440180E+00
2.170644E+00	0.000000E+00	2.170644E+00
1.966955E+00	0.000000E+00	1.966955E+00
1.964424E+00	0.000000E+00	1.964424E+00
7.310150E-01	0.000000E+00	7.310150E-01
1.269309E+00	0.000000E+00	1.269309E+00
1.268634E+00	0.000000E+00	1.268634E+00
2.142485E+00	0.000000E+00	2.142485E+00
1.744962E+00	0.000000E+00	1.744962E+00
2.190797E+00	0.000000E+00	2.190797E+00
1.747165E+00	0.000000E+00	1.747165E+00
1.274021E+00	0.000000E+00	1.274021E+00
-4.607384E-01	0.000000E+00	-4.607384E-01
1.260426E+00	0.000000E+00	1.260426E+00
1.058616E-01	0.000000E+00	1.058616E-01
9.115857E+00	0.000000E+00	9.115857E+00
4.364697E-02	0.000000E+00	4.364697E-02
1.814724E+00	0.000000E+00	1.814724E+00
7.444475E-01	0.000000E+00	7.444475E-01
3.361746E+00	0.000000E+00	3.361746E+00
1.464465E+00	0.000000E+00	1.464465E+00
3.265200E+00	0.000000E+00	3.265200E+00
-6.073612E-01	0.000000E+00	-6.073612E-01
7.465838E+00	0.000000E+00	7.465838E+00
9.480855E-01	0.000000E+00	9.480855E-01
3.570599E+00	0.000000E+00	3.570599E+00
6.497457E-02	0.000000E+00	6.497457E-02
5.789931E+00	0.000000E+00	5.789931E+00
-3.540670E-01	0.000000E+00	-3.540670E-01
8.614047E+00	0.000000E+00	8.614047E+00
1.942976E+00	0.000000E+00	1.942976E+00
5.923413E-01	0.000000E+00	5.923413E-01
