sn,objective_function
0.50675,0.50675
0.2926666666666667,0.2926666666666667
0.2926666666666667,0.2926666666666667
0.2099166666666666,0.2099166666666666
0.3007499999999999,0.3007499999999999
0.2926666666666667,0.2926666666666667
0.2926666666666667,0.2926666666666667
0.2099166666666666,0.2099166666666666
0.30074999999999996,0.30074999999999996
