Daily output for entire watershed
Day 	 Precipitation (cm) 	 Temperature (deg. C) 	 Snowmelt (cm) 	 Precip.+Snowmelt 	 Hamon's PET (cm) 	 Snowpack (cm) 	 GW storage (cm) 	 Stream storage (cm) 	 Stream Flow (m^3/s) 
1    	  1.77800000000E-01 	  +1.544444400000E+01 	 1.613336E+00 	  1.791136000E+00 	  3.740505903E-01 	 0.000000E+00 	  2.53944952E+01 	  +6.88266500000E-01 	  +5.04874054735E+00 
2    	  1.57480000000E+00 	  +1.600000000000E+01 	 0.000000E+00 	  1.574800000E+00 	  3.865425379E-01 	 0.000000E+00 	  2.48248517E+01 	  +6.58720469274E-01 	  +4.93290001332E+00 
3    	  2.13360000000E+00 	  +1.794444400000E+01 	 0.000000E+00 	  2.133600000E+00 	  4.339512086E-01 	 0.000000E+00 	  2.43700455E+01 	  +6.43606495755E-01 	  +5.37593496500E+00 
4    	  0.00000000000E+00 	  +2.222222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.567224973E-01 	 0.000000E+00 	  2.38233823E+01 	  +7.01410256622E-01 	  +4.73840440830E+00 
5    	  0.00000000000E+00 	  +2.144444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.317848576E-01 	 0.000000E+00 	  2.32889816E+01 	  +6.18230219235E-01 	  +4.37604920660E+00 
6    	  0.00000000000E+00 	  +2.122222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.244308982E-01 	 0.000000E+00 	  2.27665686E+01 	  +5.70952925765E-01 	  +4.15104578940E+00 
7    	  1.70180000000E+00 	  +1.800000000000E+01 	 0.000000E+00 	  1.701800000E+00 	  4.335952861E-01 	 0.000000E+00 	  2.22558741E+01 	  +5.41596226767E-01 	  +4.36967328255E+00 
8    	  1.01600000000E-01 	  +1.694444400000E+01 	 0.000000E+00 	  1.016000000E-01 	  4.066279437E-01 	 0.000000E+00 	  2.17566355E+01 	  +5.70121044697E-01 	  +4.05990403437E+00 
9    	  0.00000000000E+00 	  +1.611111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.862567013E-01 	 0.000000E+00 	  2.12685956E+01 	  +5.29704758175E-01 	  +3.86394347428E+00 
10   	  0.00000000000E+00 	  +1.861111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.478899625E-01 	 0.000000E+00 	  2.07915034E+01 	  +5.04137345691E-01 	  +3.72531150865E+00 
11   	  0.00000000000E+00 	  +2.044444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.980958613E-01 	 0.000000E+00 	  2.03251132E+01 	  +4.86049723125E-01 	  +3.61600946471E+00 
12   	  1.62560000000E+00 	  +2.150000000000E+01 	 0.000000E+00 	  1.625600000E+00 	  5.287903562E-01 	 0.000000E+00 	  1.98691849E+01 	  +4.71788841029E-01 	  +3.80529327681E+00 
13   	  0.00000000000E+00 	  +2.138888900000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.246029183E-01 	 0.000000E+00 	  1.94234839E+01 	  +4.96485123273E-01 	  +3.57708000968E+00 
14   	  0.00000000000E+00 	  +2.077777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.055347150E-01 	 0.000000E+00 	  1.89877808E+01 	  +4.66709627977E-01 	  +3.42607748488E+00 
15   	  0.00000000000E+00 	  +2.177777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.347830923E-01 	 0.000000E+00 	  1.85618513E+01 	  +4.47007990893E-01 	  +3.31417257284E+00 
