Daily output for entire watershed
Day 	 Precipitation (cm) 	 Temperature (deg. C) 	 Snowmelt (cm) 	 Precip.+Snowmelt 	 Hamon's PET (cm) 	 Snowpack (cm) 	 GW storage (cm) 	 Stream storage (cm) 	 Stream Flow (m^3/s) 
1    	  1.77800000000E-01 	  +1.544444400000E+01 	 4.347056E+00 	  4.524856000E+00 	  3.103870256E-01 	 0.000000E+00 	  1.06460342E-01 	  +1.57673300000E+01 	  +6.74010918140E+00 
2    	  1.57480000000E+00 	  +1.600000000000E+01 	 0.000000E+00 	  1.574800000E+00 	  3.207528385E-01 	 0.000000E+00 	  7.41890186E-04 	  +3.00464484360E+01 	  +6.56798212575E+00 
3    	  2.13360000000E+00 	  +1.794444400000E+01 	 0.000000E+00 	  2.133600000E+00 	  3.600925339E-01 	 0.000000E+00 	  5.17001014E-06 	  +2.92791304946E+01 	  +6.37797095067E+00 
4    	  0.00000000000E+00 	  +2.222222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.619680986E-01 	 0.000000E+00 	  3.60282497E-08 	  +2.84320876915E+01 	  +6.19330206580E+00 
5    	  0.00000000000E+00 	  +2.144444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.412748555E-01 	 0.000000E+00 	  2.51070063E-10 	  +2.76088600585E+01 	  +6.01397903792E+00 
6    	  0.00000000000E+00 	  +2.122222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.351725431E-01 	 0.000000E+00 	  1.74963195E-12 	  +2.68094634960E+01 	  +5.83984818402E+00 
7    	  1.70180000000E+00 	  +1.800000000000E+01 	 0.000000E+00 	  1.701800000E+00 	  3.597971896E-01 	 0.000000E+00 	  1.21926602E-14 	  +2.60332129069E+01 	  +5.67075917575E+00 
8    	  1.01600000000E-01 	  +1.694444400000E+01 	 0.000000E+00 	  1.016000000E-01 	  3.374197000E-01 	 0.000000E+00 	  8.49669910E-17 	  +2.52794381488E+01 	  +5.50656602981E+00 
9    	  0.00000000000E+00 	  +1.611111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.205156515E-01 	 0.000000E+00 	  5.92109470E-19 	  +2.45474884488E+01 	  +5.34712698969E+00 
10   	  0.00000000000E+00 	  +1.861111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.716589062E-01 	 0.000000E+00 	  4.12623326E-21 	  +2.38367318766E+01 	  +5.19230440334E+00 
11   	  0.00000000000E+00 	  +2.044444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.133197403E-01 	 0.000000E+00 	  2.87544817E-23 	  +2.31465547990E+01 	  +5.04196460433E+00 
12   	  1.62560000000E+00 	  +2.150000000000E+01 	 0.000000E+00 	  1.625600000E+00 	  4.387900195E-01 	 0.000000E+00 	  2.00381357E-25 	  +2.24763613501E+01 	  +4.89597779649E+00 
13   	  0.00000000000E+00 	  +2.138888900000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.353152853E-01 	 0.000000E+00 	  1.39639756E-27 	  +2.18255729168E+01 	  +4.75421794178E+00 
14   	  0.00000000000E+00 	  +2.077777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.194924981E-01 	 0.000000E+00 	  9.73107569E-30 	  +2.11936276396E+01 	  +4.61656265152E+00 
