Daily output for entire watershed
Day 	 Precipitation (cm) 	 Temperature (deg. C) 	 Snowmelt (cm) 	 Precip.+Snowmelt 	 Hamon's PET (cm) 	 Snowpack (cm) 	 GW storage (cm) 	 Stream storage (cm) 	 Stream Flow (m^3/s) 
1    	  1.77800000000E-01 	  +1.544444400000E+01 	 3.783626E+00 	  3.961426224E+00 	  3.653134388E-01 	 3.737838E+01 	  3.67432247E+00 	  +4.18030400000E+01 	  +2.21193841658E+00 
2    	  1.57480000000E+00 	  +1.600000000000E+01 	 3.919728E+00 	  5.494528000E+00 	  3.775135968E-01 	 3.345866E+01 	  2.00713906E+00 	  +4.45817876588E+01 	  +2.29126518862E+00 
3    	  2.13360000000E+00 	  +1.794444400000E+01 	 4.396084E+00 	  6.529683724E+00 	  4.238148860E-01 	 2.906257E+01 	  1.09642179E+00 	  +4.61806248055E+01 	  +2.35324595110E+00 
4    	  0.00000000000E+00 	  +2.222222200000E+01 	 5.444067E+00 	  5.444066612E+00 	  5.437184573E-01 	 2.361851E+01 	  7.62110462E-01 	  +4.74298518054E+01 	  +2.39726281931E+00 
5    	  0.00000000000E+00 	  +2.144444400000E+01 	 5.253524E+00 	  5.253524224E+00 	  5.193633162E-01 	 1.836498E+01 	  1.06758664E+00 	  +4.83170151446E+01 	  +2.44147711070E+00 
6    	  0.00000000000E+00 	  +2.122222200000E+01 	 5.199084E+00 	  5.199083612E+00 	  5.121811322E-01 	 1.316590E+01 	  1.22249744E+00 	  +4.92081575631E+01 	  +2.49454064973E+00 
7    	  1.70180000000E+00 	  +1.800000000000E+01 	 4.409694E+00 	  6.111494000E+00 	  4.234672772E-01 	 8.756204E+00 	  1.35390492E+00 	  +5.02776572436E+01 	  +2.57593098732E+00 
8    	  1.01600000000E-01 	  +1.694444400000E+01 	 4.151101E+00 	  4.252700724E+00 	  3.971298436E-01 	 4.605103E+00 	  1.34180527E+00 	  +5.19180857114E+01 	  +2.62571169183E+00 
9    	  0.00000000000E+00 	  +1.611111100000E+01 	 3.946948E+00 	  3.946948306E+00 	  3.772344369E-01 	 6.581546E-01 	  1.31854310E+00 	  +5.29214196114E+01 	  +2.67245915447E+00 
10   	  0.00000000000E+00 	  +1.861111100000E+01 	 6.581546E-01 	  6.581545716E-01 	  4.374280555E-01 	 0.000000E+00 	  8.09125728E-01 	  +5.38636182900E+01 	  +2.68443908344E+00 
