Daily output for entire watershed
Day 	 Precipitation (cm) 	 Temperature (deg. C) 	 Snowmelt (cm) 	 Precip.+Snowmelt 	 Hamon's PET (cm) 	 Snowpack (cm) 	 GW storage (cm) 	 Stream storage (cm) 	 Stream Flow (m^3/s) 
1    	  1.77800000000E-01 	  +1.544444400000E+01 	 3.479652E+00 	  3.657452000E+00 	  2.967375202E-01 	 0.000000E+00 	  5.60949502E+00 	  +5.65766200000E+00 	  +1.80300237971E+01 
2    	  1.57480000000E+00 	  +1.600000000000E+01 	 0.000000E+00 	  1.574800000E+00 	  3.066474886E-01 	 0.000000E+00 	  5.54110195E+00 	  +4.53649365721E+00 	  +1.30474058522E+01 
3    	  2.13360000000E+00 	  +1.794444400000E+01 	 0.000000E+00 	  2.133600000E+00 	  3.442571911E-01 	 0.000000E+00 	  5.52173463E+00 	  +3.28282838435E+00 	  +1.03907002428E+01 
4    	  0.00000000000E+00 	  +2.222222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.416527004E-01 	 0.000000E+00 	  5.22270388E+00 	  +2.61438067281E+00 	  +7.57653547896E+00 
5    	  0.00000000000E+00 	  +2.144444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.218694583E-01 	 0.000000E+00 	  4.93986720E+00 	  +1.90631501826E+00 	  +5.69304607665E+00 
6    	  0.00000000000E+00 	  +2.122222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.160354997E-01 	 0.000000E+00 	  4.67234760E+00 	  +1.43241449416E+00 	  +4.42080058481E+00 
7    	  1.70180000000E+00 	  +1.800000000000E+01 	 0.000000E+00 	  1.701800000E+00 	  3.439748347E-01 	 0.000000E+00 	  4.41931559E+00 	  +1.11230767294E+00 	  +4.01458187355E+00 
8    	  1.01600000000E-01 	  +1.694444400000E+01 	 0.000000E+00 	  1.016000000E-01 	  3.225814123E-01 	 0.000000E+00 	  4.17998658E+00 	  +1.01009989841E+00 	  +3.24922952961E+00 
9    	  0.00000000000E+00 	  +1.611111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.064207321E-01 	 0.000000E+00 	  3.95361849E+00 	  +8.17531319859E-01 	  +2.71473533277E+00 
10   	  0.00000000000E+00 	  +1.861111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.553149233E-01 	 0.000000E+00 	  3.73950941E+00 	  +6.83048439464E-01 	  +2.33312250661E+00 
11   	  0.00000000000E+00 	  +2.044444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.951436906E-01 	 0.000000E+00 	  3.53699546E+00 	  +5.87031696234E-01 	  +2.05327012298E+00 
