True Cost 	Penalty 	Adjusted Cost
9.412988E+04	0.000000E+00	9.412988E+04
3.051495E+04	0.000000E+00	3.051495E+04
5.424243E+05	0.000000E+00	5.424243E+05
5.260141E+05	0.000000E+00	5.260141E+05
4.105009E+05	0.000000E+00	4.105009E+05
6.838118E+04	0.000000E+00	6.838118E+04
7.314373E+04	0.000000E+00	7.314373E+04
1.335152E+04	0.000000E+00	1.335152E+04
7.024427E+03	0.000000E+00	7.024427E+03
6.285443E+03	0.000000E+00	6.285443E+03
5.798145E+03	0.000000E+00	5.798145E+03
5.890946E+03	0.000000E+00	5.890946E+03
2.903440E+05	0.000000E+00	2.903440E+05
5.351983E+03	0.000000E+00	5.351983E+03
1.000301E+04	0.000000E+00	1.000301E+04
6.462806E+03	0.000000E+00	6.462806E+03
5.720785E+03	0.000000E+00	5.720785E+03
6.287043E+03	0.000000E+00	6.287043E+03
5.382747E+03	0.000000E+00	5.382747E+03
7.738324E+03	0.000000E+00	7.738324E+03
2.306017E+04	0.000000E+00	2.306017E+04
9.782417E+04	0.000000E+00	9.782417E+04
2.274086E+04	0.000000E+00	2.274086E+04
5.335403E+03	0.000000E+00	5.335403E+03
2.396260E+05	0.000000E+00	2.396260E+05
7.252971E+05	0.000000E+00	7.252971E+05
6.548080E+03	0.000000E+00	6.548080E+03
2.348098E+05	0.000000E+00	2.348098E+05
3.203417E+03	0.000000E+00	3.203417E+03
2.620815E+05	0.000000E+00	2.620815E+05
3.184928E+03	0.000000E+00	3.184928E+03
3.181224E+03	0.000000E+00	3.181224E+03
3.162686E+03	0.000000E+00	3.162686E+03
4.124442E+05	0.000000E+00	4.124442E+05
3.366936E+03	0.000000E+00	3.366936E+03
7.436631E+04	0.000000E+00	7.436631E+04
9.428701E+05	0.000000E+00	9.428701E+05
3.749429E+03	0.000000E+00	3.749429E+03
4.779160E+05	0.000000E+00	4.779160E+05
3.857062E+05	0.000000E+00	3.857062E+05
4.797122E+03	0.000000E+00	4.797122E+03
8.382391E+04	0.000000E+00	8.382391E+04
3.622814E+03	0.000000E+00	3.622814E+03
1.446605E+04	0.000000E+00	1.446605E+04
3.877679E+05	0.000000E+00	3.877679E+05
1.255703E+05	0.000000E+00	1.255703E+05
1.529221E+05	0.000000E+00	1.529221E+05
4.496823E+03	0.000000E+00	4.496823E+03
2.024423E+03	0.000000E+00	2.024423E+03
1.912939E+03	0.000000E+00	1.912939E+03
3.500483E+03	0.000000E+00	3.500483E+03
7.024050E+05	0.000000E+00	7.024050E+05
2.592907E+03	0.000000E+00	2.592907E+03
8.667721E+04	0.000000E+00	8.667721E+04
2.276111E+03	0.000000E+00	2.276111E+03
1.785780E+03	0.000000E+00	1.785780E+03
1.799514E+03	0.000000E+00	1.799514E+03
1.923792E+03	0.000000E+00	1.923792E+03
1.483352E+03	0.000000E+00	1.483352E+03
1.557276E+03	0.000000E+00	1.557276E+03
1.790797E+03	0.000000E+00	1.790797E+03
2.706188E+03	0.000000E+00	2.706188E+03
1.046810E+06	0.000000E+00	1.046810E+06
2.254349E+03	0.000000E+00	2.254349E+03
1.681245E+03	0.000000E+00	1.681245E+03
1.479758E+03	0.000000E+00	1.479758E+03
1.522977E+03	0.000000E+00	1.522977E+03
1.573557E+03	0.000000E+00	1.573557E+03
1.454677E+03	0.000000E+00	1.454677E+03
1.881870E+03	0.000000E+00	1.881870E+03
2.435694E+03	0.000000E+00	2.435694E+03
1.451672E+03	0.000000E+00	1.451672E+03
1.449483E+03	0.000000E+00	1.449483E+03
1.471413E+03	0.000000E+00	1.471413E+03
8.571197E+03	0.000000E+00	8.571197E+03
1.653716E+03	0.000000E+00	1.653716E+03
1.362137E+03	0.000000E+00	1.362137E+03
1.683515E+03	0.000000E+00	1.683515E+03
1.820177E+05	0.000000E+00	1.820177E+05
1.587915E+03	0.000000E+00	1.587915E+03
1.451555E+03	0.000000E+00	1.451555E+03
1.396443E+03	0.000000E+00	1.396443E+03
2.051500E+03	0.000000E+00	2.051500E+03
1.337251E+03	0.000000E+00	1.337251E+03
1.488018E+03	0.000000E+00	1.488018E+03
1.318801E+03	0.000000E+00	1.318801E+03
1.324248E+03	0.000000E+00	1.324248E+03
1.319239E+03	0.000000E+00	1.319239E+03
6.432471E+05	0.000000E+00	6.432471E+05
1.322510E+03	0.000000E+00	1.322510E+03
1.481187E+03	0.000000E+00	1.481187E+03
1.791922E+03	0.000000E+00	1.791922E+03
1.346222E+03	0.000000E+00	1.346222E+03
1.781800E+05	0.000000E+00	1.781800E+05
1.309387E+03	0.000000E+00	1.309387E+03
1.317594E+03	0.000000E+00	1.317594E+03
3.849764E+03	0.000000E+00	3.849764E+03
2.535034E+03	0.000000E+00	2.535034E+03
1.323245E+03	0.000000E+00	1.323245E+03
1.285377E+03	0.000000E+00	1.285377E+03
1.419744E+03	0.000000E+00	1.419744E+03
1.285750E+03	0.000000E+00	1.285750E+03
1.286086E+03	0.000000E+00	1.286086E+03
7.606386E+05	0.000000E+00	7.606386E+05
1.288265E+03	0.000000E+00	1.288265E+03
1.313085E+03	0.000000E+00	1.313085E+03
1.381887E+03	0.000000E+00	1.381887E+03
1.595935E+03	0.000000E+00	1.595935E+03
1.330992E+03	0.000000E+00	1.330992E+03
1.270802E+03	0.000000E+00	1.270802E+03
1.297893E+03	0.000000E+00	1.297893E+03
5.155033E+03	0.000000E+00	5.155033E+03
1.272887E+03	0.000000E+00	1.272887E+03
1.270883E+03	0.000000E+00	1.270883E+03
1.460508E+03	0.000000E+00	1.460508E+03
1.136965E+06	0.000000E+00	1.136965E+06
