True Cost 	Penalty 	Adjusted Cost
2.139587E+00	0.000000E+00	2.139587E+00
7.117485E+01	0.000000E+00	7.117485E+01
3.293826E+01	0.000000E+00	3.293826E+01
6.312042E+01	0.000000E+00	6.312042E+01
6.154259E+01	0.000000E+00	6.154259E+01
6.146941E+01	0.000000E+00	6.146941E+01
-5.154042E-01	0.000000E+00	-5.154042E-01
1.417310E+01	0.000000E+00	1.417310E+01
1.419636E+01	0.000000E+00	1.419636E+01
1.673771E+01	0.000000E+00	1.673771E+01
9.251439E+00	0.000000E+00	9.251439E+00
3.731676E+01	0.000000E+00	3.731676E+01
1.945554E+00	0.000000E+00	1.945554E+00
1.542192E+00	0.000000E+00	1.542192E+00
1.309026E+00	0.000000E+00	1.309026E+00
3.183857E+00	0.000000E+00	3.183857E+00
-4.450443E-01	0.000000E+00	-4.450443E-01
2.941154E+01	0.000000E+00	2.941154E+01
9.254797E-01	0.000000E+00	9.254797E-01
-8.207901E-01	0.000000E+00	-8.207901E-01
2.292758E-01	0.000000E+00	2.292758E-01
1.078250E-01	0.000000E+00	1.078250E-01
3.766808E-01	0.000000E+00	3.766808E-01
5.523879E+00	0.000000E+00	5.523879E+00
5.574593E-01	0.000000E+00	5.574593E-01
3.137209E-01	0.000000E+00	3.137209E-01
3.223642E+00	0.000000E+00	3.223642E+00
1.242084E+00	0.000000E+00	1.242084E+00
-8.471472E-01	0.000000E+00	-8.471472E-01
9.025863E-01	0.000000E+00	9.025863E-01
1.548753E+00	0.000000E+00	1.548753E+00
7.142815E-01	0.000000E+00	7.142815E-01
4.848939E+00	0.000000E+00	4.848939E+00
3.304748E+00	0.000000E+00	3.304748E+00
2.412799E+00	0.000000E+00	2.412799E+00
-6.099398E-01	0.000000E+00	-6.099398E-01
1.744543E+00	0.000000E+00	1.744543E+00
-2.314389E-01	0.000000E+00	-2.314389E-01
3.669771E-01	0.000000E+00	3.669771E-01
1.126291E+01	0.000000E+00	1.126291E+01
3.073723E+00	0.000000E+00	3.073723E+00
4.813081E-01	0.000000E+00	4.813081E-01
1.724431E+00	0.000000E+00	1.724431E+00
-4.295191E-02	0.000000E+00	-4.295191E-02
1.104539E+00	0.000000E+00	1.104539E+00
2.038185E+00	0.000000E+00	2.038185E+00
4.746994E-01	0.000000E+00	4.746994E-01
-5.226622E-01	0.000000E+00	-5.226622E-01
8.360419E-01	0.000000E+00	8.360419E-01
1.339172E+00	0.000000E+00	1.339172E+00
-3.937204E-01	0.000000E+00	-3.937204E-01
2.338137E+00	0.000000E+00	2.338137E+00
8.942967E-01	0.000000E+00	8.942967E-01
-3.861057E-01	0.000000E+00	-3.861057E-01
9.865172E-01	0.000000E+00	9.865172E-01
2.607182E-01	0.000000E+00	2.607182E-01
1.232541E+00	0.000000E+00	1.232541E+00
1.433393E+01	0.000000E+00	1.433393E+01
-4.466255E-01	0.000000E+00	-4.466255E-01
1.049151E-01	0.000000E+00	1.049151E-01
4.224593E-01	0.000000E+00	4.224593E-01
3.886808E-02	0.000000E+00	3.886808E-02
-3.232499E-01	0.000000E+00	-3.232499E-01
1.915452E+01	0.000000E+00	1.915452E+01
8.688112E-01	0.000000E+00	8.688112E-01
4.329744E+00	0.000000E+00	4.329744E+00
1.604614E+00	0.000000E+00	1.604614E+00
6.830023E-02	0.000000E+00	6.830023E-02
-7.062905E-01	0.000000E+00	-7.062905E-01
9.576122E-01	0.000000E+00	9.576122E-01
9.554536E-01	0.000000E+00	9.554536E-01
-3.210211E-01	0.000000E+00	-3.210211E-01
-2.971163E-01	0.000000E+00	-2.971163E-01
8.718051E-01	0.000000E+00	8.718051E-01
-7.342211E-01	0.000000E+00	-7.342211E-01
9.651306E-01	0.000000E+00	9.651306E-01
1.668334E+00	0.000000E+00	1.668334E+00
8.790665E-02	0.000000E+00	8.790665E-02
1.267451E+00	0.000000E+00	1.267451E+00
-7.237915E-01	0.000000E+00	-7.237915E-01
-8.518146E-01	0.000000E+00	-8.518146E-01
-4.200298E-01	0.000000E+00	-4.200298E-01
-1.590641E-01	0.000000E+00	-1.590641E-01
-8.682215E-01	0.000000E+00	-8.682215E-01
1.115693E-01	0.000000E+00	1.115693E-01
5.152151E-01	0.000000E+00	5.152151E-01
6.839259E-01	0.000000E+00	6.839259E-01
1.015163E+00	0.000000E+00	1.015163E+00
1.015205E+00	0.000000E+00	1.015205E+00
5.028035E-01	0.000000E+00	5.028035E-01
6.766545E-01	0.000000E+00	6.766545E-01
7.457080E-01	0.000000E+00	7.457080E-01
-7.586838E-01	0.000000E+00	-7.586838E-01
4.946731E-01	0.000000E+00	4.946731E-01
-1.898368E-01	0.000000E+00	-1.898368E-01
2.124279E-01	0.000000E+00	2.124279E-01
-2.310859E-01	0.000000E+00	-2.310859E-01
-2.584740E-01	0.000000E+00	-2.584740E-01
-8.812593E-01	0.000000E+00	-8.812593E-01
1.029514E+00	0.000000E+00	1.029514E+00
1.267640E+00	0.000000E+00	1.267640E+00
6.827419E-01	0.000000E+00	6.827419E-01
-4.994301E-01	0.000000E+00	-4.994301E-01
8.285135E-02	0.000000E+00	8.285135E-02
3.230159E-01	0.000000E+00	3.230159E-01
5.442977E-01	0.000000E+00	5.442977E-01
2.949504E-01	0.000000E+00	2.949504E-01
-9.061567E-01	0.000000E+00	-9.061567E-01
8.763778E-02	0.000000E+00	8.763778E-02
2.389611E+00	0.000000E+00	2.389611E+00
1.015678E+00	0.000000E+00	1.015678E+00
5.071105E-01	0.000000E+00	5.071105E-01
9.374397E-01	0.000000E+00	9.374397E-01
-8.935720E-01	0.000000E+00	-8.935720E-01
1.347396E+00	0.000000E+00	1.347396E+00
-1.968448E-01	0.000000E+00	-1.968448E-01
-7.419203E-01	0.000000E+00	-7.419203E-01
9.310098E-02	0.000000E+00	9.310098E-02
-2.136724E-02	0.000000E+00	-2.136724E-02
-9.176321E-01	0.000000E+00	-9.176321E-01
9.751849E-01	0.000000E+00	9.751849E-01
-8.733688E-01	0.000000E+00	-8.733688E-01
-7.190880E-01	0.000000E+00	-7.190880E-01
-3.698148E-01	0.000000E+00	-3.698148E-01
5.705829E-01	0.000000E+00	5.705829E-01
-8.709710E-01	0.000000E+00	-8.709710E-01
-9.330086E-01	0.000000E+00	-9.330086E-01
