True Cost 	Penalty 	Adjusted Cost
6.000000E+04	0.000000E+00	6.000000E+04
4.727628E+04	9.724960E+08	9.725433E+08
6.088018E+04	1.323690E+09	1.323751E+09
6.504628E+04	6.248631E+08	6.249281E+08
6.510065E+04	2.470442E+08	2.471093E+08
6.599503E+04	4.472151E+08	4.472811E+08
5.072413E+04	4.013629E+06	4.064353E+06
5.834660E+04	3.994570E+08	3.995153E+08
6.419165E+04	8.791090E+08	8.791732E+08
5.867556E+04	2.436633E+08	2.437220E+08
4.990074E+04	2.680557E+06	2.730457E+06
5.472604E+04	1.923900E+07	1.929373E+07
4.981078E+04	2.048310E+07	2.053291E+07
5.336571E+04	8.062000E+06	8.115366E+06
6.579529E+04	5.479260E+08	5.479918E+08
6.589684E+04	1.703070E+07	1.709660E+07
6.022636E+04	2.908826E+08	2.909428E+08
5.625416E+04	1.049420E+06	1.105674E+06
5.093611E+04	0.000000E+00	5.093611E+04
5.248316E+04	4.706690E+06	4.759173E+06
5.093611E+04	0.000000E+00	5.093611E+04
5.093611E+04	4.263350E+08	4.263859E+08
5.056618E+04	0.000000E+00	5.056618E+04
4.964553E+04	0.000000E+00	4.964553E+04
4.964553E+04	3.548250E+08	3.548746E+08
5.275918E+04	1.139160E+04	6.415078E+04
4.423949E+04	2.882900E+08	2.883342E+08
4.785141E+04	0.000000E+00	4.785141E+04
4.869612E+04	0.000000E+00	4.869612E+04
5.420100E+04	0.000000E+00	5.420100E+04
4.778682E+04	7.336590E+05	7.814458E+05
4.409221E+04	0.000000E+00	4.409221E+04
4.409221E+04	6.418060E+08	6.418501E+08
4.409221E+04	1.910670E+03	4.600288E+04
