Daily output for entire watershed
Day 	 Precipitation (cm) 	 Temperature (deg. C) 	 Snowmelt (cm) 	 Precip.+Snowmelt 	 Hamon's PET (cm) 	 Snowpack (cm) 	 GW storage (cm) 	 Stream storage (cm) 	 Stream Flow (m^3/s) 
1    	  1.77800000000E-01 	  +1.544444400000E+01 	 1.336514E+00 	  1.514314000E+00 	  2.902792417E-01 	 0.000000E+00 	  5.26336515E+00 	  +5.65766200000E+00 	  +1.45323635732E+01 
2    	  1.57480000000E+00 	  +1.600000000000E+01 	 0.000000E+00 	  1.574800000E+00 	  2.999735268E-01 	 0.000000E+00 	  5.04598098E+00 	  +4.09898402198E+00 	  +1.08698051119E+01 
3    	  2.13360000000E+00 	  +1.794444400000E+01 	 0.000000E+00 	  2.133600000E+00 	  3.367646811E-01 	 0.000000E+00 	  5.05951020E+00 	  +3.06592642355E+00 	  +8.92612462713E+00 
4    	  0.00000000000E+00 	  +2.222222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.320404472E-01 	 0.000000E+00 	  4.78551131E+00 	  +2.51769383834E+00 	  +6.72726086746E+00 
5    	  0.00000000000E+00 	  +2.144444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.126877732E-01 	 0.000000E+00 	  4.52635089E+00 	  +1.89748451231E+00 	  +5.19695914492E+00 
6    	  0.00000000000E+00 	  +2.122222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.069807865E-01 	 0.000000E+00 	  4.28122536E+00 	  +1.46584912981E+00 	  +4.12300850839E+00 
7    	  1.70180000000E+00 	  +1.800000000000E+01 	 0.000000E+00 	  1.701800000E+00 	  3.364884700E-01 	 0.000000E+00 	  4.04937466E+00 	  +1.16293168095E+00 	  +3.72738884033E+00 
8    	  1.01600000000E-01 	  +1.694444400000E+01 	 0.000000E+00 	  1.016000000E-01 	  3.155606600E-01 	 0.000000E+00 	  3.83007988E+00 	  +1.05134359069E+00 	  +3.06191139104E+00 
9    	  0.00000000000E+00 	  +1.611111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  2.997517054E-01 	 0.000000E+00 	  3.62266107E+00 	  +8.63639682930E-01 	  +2.58097529075E+00 
10   	  0.00000000000E+00 	  +1.861111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.475817497E-01 	 0.000000E+00 	  3.42647506E+00 	  +7.27987324609E-01 	  +2.22701984017E+00 
11   	  0.00000000000E+00 	  +2.044444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.865436725E-01 	 0.000000E+00 	  3.24091355E+00 	  +6.28151002108E-01 	  +1.96083770012E+00 
12   	  1.62560000000E+00 	  +2.150000000000E+01 	 0.000000E+00 	  1.625600000E+00 	  4.103639122E-01 	 0.000000E+00 	  3.06540116E+00 	  +5.53071932313E-01 	  +2.07149658462E+00 
13   	  0.00000000000E+00 	  +2.138888900000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.071142815E-01 	 0.000000E+00 	  2.89939369E+00 	  +5.84284267260E-01 	  +1.80800996658E+00 
14   	  0.00000000000E+00 	  +2.077777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.923165409E-01 	 0.000000E+00 	  2.74237638E+00 	  +5.09965493725E-01 	  +1.60725685389E+00 
15   	  0.00000000000E+00 	  +2.177777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.150145315E-01 	 0.000000E+00 	  2.59386239E+00 	  +4.53341270338E-01 	  +1.45031627095E+00 
16   	  0.00000000000E+00 	  +2.283333300000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.401934241E-01 	 0.000000E+00 	  2.45339120E+00 	  +4.09074765539E-01 	  +1.32426429155E+00 
17   	  0.00000000000E+00 	  +2.405555600000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.710635732E-01 	 0.000000E+00 	  2.32052726E+00 	  +3.73520669544E-01 	  +1.22025656231E+00 
18   	  6.09600000000E-01 	  +2.294444400000E+01 	 0.000000E+00 	  6.096000000E-01 	  4.414029230E-01 	 0.000000E+00 	  2.19485860E+00 	  +3.44184352837E-01 	  +1.13222482760E+00 
19   	  0.00000000000E+00 	  +2.427777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.752499849E-01 	 0.000000E+00 	  2.07599555E+00 	  +3.19354209263E-01 	  +1.05599079474E+00 
20   	  0.00000000000E+00 	  +2.250000000000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.286660119E-01 	 0.000000E+00 	  1.96356955E+00 	  +2.97851713742E-01 	  +9.88663670726E-01 
21   	  1.01600000000E-01 	  +1.883333300000E+01 	 0.000000E+00 	  1.016000000E-01 	  3.456181315E-01 	 0.000000E+00 	  1.85723201E+00 	  +2.78861492076E-01 	  +9.28230516558E-01 
22   	  1.21920000000E+00 	  +1.916666700000E+01 	 0.000000E+00 	  1.219200000E+00 	  3.517513639E-01 	 0.000000E+00 	  1.75665320E+00 	  +2.61815776692E-01 	  +9.18583229124E-01 
23   	  0.00000000000E+00 	  +1.916666700000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.510064063E-01 	 0.000000E+00 	  1.66152126E+00 	  +2.59094672389E-01 	  +8.53594956671E-01 
24   	  5.56260000000E+00 	  +1.822222200000E+01 	 0.000000E+00 	  5.562600000E+00 	  3.312271181E-01 	 0.000000E+00 	  1.62643078E+00 	  +2.40764144870E-01 	  +6.09078248527E+00 
25   	  4.31800000000E-01 	  +2.261111100000E+01 	 0.000000E+00 	  4.318000000E-01 	  4.268572268E-01 	 0.000000E+00 	  1.59257840E+00 	  +1.71796005259E+00 	  +4.35625555121E+00 
26   	  5.08000000000E-02 	  +2.438888900000E+01 	 0.000000E+00 	  5.080000000E-02 	  4.712039235E-01 	 0.000000E+00 	  1.50633197E+00 	  +1.22872110996E+00 	  +3.16873329775E+00 
27   	  0.00000000000E+00 	  +2.533333300000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.957656738E-01 	 0.000000E+00 	  1.42475623E+00 	  +8.93769763738E-01 	  +2.35033160061E+00 
28   	  0.00000000000E+00 	  +2.511111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.884556665E-01 	 0.000000E+00 	  1.34759824E+00 	  +6.62932194665E-01 	  +1.78342683305E+00 
29   	  0.00000000000E+00 	  +2.500000000000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.842349267E-01 	 0.000000E+00 	  1.27461876E+00 	  +5.03031599522E-01 	  +1.38803843024E+00 
30   	  1.29540000000E+00 	  +2.494444400000E+01 	 0.000000E+00 	  1.295400000E+00 	  4.815266021E-01 	 0.000000E+00 	  1.20559150E+00 	  +3.91508739702E-01 	  +1.23694648615E+00 
31   	  1.11760000000E+00 	  +2.416666700000E+01 	 0.000000E+00 	  1.117600000E+00 	  4.596909912E-01 	 0.000000E+00 	  1.14030243E+00 	  +3.48891896162E-01 	  +1.11231028343E+00 
32   	  0.00000000000E+00 	  +2.288888900000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.263697868E-01 	 0.000000E+00 	  1.07854910E+00 	  +3.13737132731E-01 	  +9.04835358566E-01 
33   	  0.00000000000E+00 	  +2.200000000000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.041118994E-01 	 0.000000E+00 	  1.02014004E+00 	  +2.55216961687E-01 	  +7.55757991790E-01 
34   	  0.00000000000E+00 	  +2.427777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.589556844E-01 	 0.000000E+00 	  9.64894128E-01 	  +2.13168347821E-01 	  +6.46809264979E-01 
35   	  0.00000000000E+00 	  +2.366666700000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.421294407E-01 	 0.000000E+00 	  9.12640075E-01 	  +1.82438378249E-01 	  +5.65548349675E-01 
36   	  0.00000000000E+00 	  +2.600000000000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.027897757E-01 	 0.000000E+00 	  8.63215851E-01 	  +1.59518005265E-01 	  +5.03496989307E-01 
37   	  0.00000000000E+00 	  +2.277777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.179482854E-01 	 0.000000E+00 	  8.16468206E-01 	  +1.42015860248E-01 	  +4.54871456833E-01 
38   	  0.00000000000E+00 	  +2.288888900000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.194148541E-01 	 0.000000E+00 	  7.72252191E-01 	  +1.28300590900E-01 	  +4.15720613978E-01 
39   	  0.00000000000E+00 	  +2.044444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.631733700E-01 	 0.000000E+00 	  7.30430704E-01 	  +1.17257743086E-01 	  +3.83339997056E-01 
40   	  0.00000000000E+00 	  +1.972222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.471409521E-01 	 0.000000E+00 	  6.90874068E-01 	  +1.08124498469E-01 	  +3.55873518535E-01 
