True Cost 	Penalty 	Adjusted Cost
6.735011E+04	1.105714E+09	1.105781E+09
6.249065E+04	1.447538E+09	1.447601E+09
8.229001E+04	1.997805E+09	1.997887E+09
6.797686E+04	6.590551E+08	6.591231E+08
6.031006E+04	2.282680E+08	2.283283E+08
3.677987E+04	8.122031E+08	8.122399E+08
6.114173E+04	7.278390E+08	7.279002E+08
6.000000E+04	1.977070E+06	2.037070E+06
4.742591E+04	3.550340E+07	3.555083E+07
4.610005E+04	4.623700E+05	5.084700E+05
6.304665E+04	9.854917E+08	9.855547E+08
6.000000E+04	2.698635E+08	2.699235E+08
5.918627E+04	1.395970E+06	1.455156E+06
6.000000E+04	2.643040E+08	2.643640E+08
5.775804E+04	0.000000E+00	5.775804E+04
5.466523E+04	1.732803E+08	1.733350E+08
5.793511E+04	0.000000E+00	5.793511E+04
5.775804E+04	3.711260E+08	3.711838E+08
6.113389E+04	3.311246E+08	3.311857E+08
4.518052E+04	1.888040E+06	1.933221E+06
5.093611E+04	0.000000E+00	5.093611E+04
5.093611E+04	0.000000E+00	5.093611E+04
5.018290E+04	0.000000E+00	5.018290E+04
4.778682E+04	9.639860E+00	4.779646E+04
4.778682E+04	6.901750E+08	6.902228E+08
4.778682E+04	0.000000E+00	4.778682E+04
4.778682E+04	2.080000E+08	2.080478E+08
5.522196E+04	0.000000E+00	5.522196E+04
5.117894E+04	0.000000E+00	5.117894E+04
4.392729E+04	5.923970E+04	1.031670E+05
4.778682E+04	7.701560E+08	7.702038E+08
4.638395E+04	0.000000E+00	4.638395E+04
4.357346E+04	0.000000E+00	4.357346E+04
