True Cost 	Penalty 	Adjusted Cost
3.509898E-01	0.000000E+00	3.509898E-01
1.052213E+02	0.000000E+00	1.052213E+02
2.434533E+00	0.000000E+00	2.434533E+00
8.600879E+01	0.000000E+00	8.600879E+01
9.178360E+01	0.000000E+00	9.178360E+01
1.972543E+02	0.000000E+00	1.972543E+02
-7.447033E-02	0.000000E+00	-7.447033E-02
2.792326E+01	0.000000E+00	2.792326E+01
2.187310E+00	0.000000E+00	2.187310E+00
2.240232E+01	0.000000E+00	2.240232E+01
3.289720E+00	0.000000E+00	3.289720E+00
3.424201E+00	0.000000E+00	3.424201E+00
-5.239433E-01	0.000000E+00	-5.239433E-01
2.458374E+00	0.000000E+00	2.458374E+00
3.718879E+00	0.000000E+00	3.718879E+00
2.155211E+00	0.000000E+00	2.155211E+00
1.153584E+00	0.000000E+00	1.153584E+00
3.424137E+00	0.000000E+00	3.424137E+00
9.098112E-01	0.000000E+00	9.098112E-01
2.808496E-01	0.000000E+00	2.808496E-01
6.126652E-01	0.000000E+00	6.126652E-01
-7.616630E-01	0.000000E+00	-7.616630E-01
1.502685E+00	0.000000E+00	1.502685E+00
7.157386E-01	0.000000E+00	7.157386E-01
6.590062E-01	0.000000E+00	6.590062E-01
1.650096E+00	0.000000E+00	1.650096E+00
1.295284E+00	0.000000E+00	1.295284E+00
1.170890E+00	0.000000E+00	1.170890E+00
8.328120E-01	0.000000E+00	8.328120E-01
1.832737E+00	0.000000E+00	1.832737E+00
2.503666E+00	0.000000E+00	2.503666E+00
4.718268E-01	0.000000E+00	4.718268E-01
2.970435E+00	0.000000E+00	2.970435E+00
-9.009450E-01	0.000000E+00	-9.009450E-01
4.592450E+00	0.000000E+00	4.592450E+00
2.464160E+00	0.000000E+00	2.464160E+00
7.523888E-01	0.000000E+00	7.523888E-01
1.660612E+00	0.000000E+00	1.660612E+00
9.646641E+00	0.000000E+00	9.646641E+00
8.471022E-01	0.000000E+00	8.471022E-01
9.633163E-01	0.000000E+00	9.633163E-01
3.890433E-01	0.000000E+00	3.890433E-01
1.730217E+00	0.000000E+00	1.730217E+00
1.972174E+00	0.000000E+00	1.972174E+00
-3.405429E-01	0.000000E+00	-3.405429E-01
1.044939E+00	0.000000E+00	1.044939E+00
2.310922E+00	0.000000E+00	2.310922E+00
9.404382E-02	0.000000E+00	9.404382E-02
6.146205E-01	0.000000E+00	6.146205E-01
-8.386231E-01	0.000000E+00	-8.386231E-01
1.218623E+00	0.000000E+00	1.218623E+00
2.271218E-01	0.000000E+00	2.271218E-01
1.068535E-01	0.000000E+00	1.068535E-01
1.673821E+00	0.000000E+00	1.673821E+00
8.237871E-01	0.000000E+00	8.237871E-01
8.936795E-01	0.000000E+00	8.936795E-01
4.274633E-01	0.000000E+00	4.274633E-01
-4.620789E-01	0.000000E+00	-4.620789E-01
-4.945105E-01	0.000000E+00	-4.945105E-01
1.262286E+00	0.000000E+00	1.262286E+00
3.693804E-01	0.000000E+00	3.693804E-01
3.510884E+00	0.000000E+00	3.510884E+00
7.592402E-01	0.000000E+00	7.592402E-01
3.015216E-01	0.000000E+00	3.015216E-01
6.083472E-01	0.000000E+00	6.083472E-01
1.992632E-01	0.000000E+00	1.992632E-01
1.337924E+00	0.000000E+00	1.337924E+00
1.729447E+00	0.000000E+00	1.729447E+00
-4.766618E-01	0.000000E+00	-4.766618E-01
1.152756E+00	0.000000E+00	1.152756E+00
1.880024E+00	0.000000E+00	1.880024E+00
1.593730E+00	0.000000E+00	1.593730E+00
1.158337E+00	0.000000E+00	1.158337E+00
-4.200286E-02	0.000000E+00	-4.200286E-02
1.266459E+00	0.000000E+00	1.266459E+00
7.655416E-01	0.000000E+00	7.655416E-01
