Daily output for entire watershed
Day 	 Precipitation (cm) 	 Temperature (deg. C) 	 Snowmelt (cm) 	 Precip.+Snowmelt 	 Hamon's PET (cm) 	 Snowpack (cm) 	 GW storage (cm) 	 Stream storage (cm) 	 Stream Flow (m^3/s) 
1    	  1.77800000000E-01 	  +1.544444400000E+01 	 1.020462E+00 	  1.198262293E+00 	  3.499645752E-01 	 4.580871E-02 	  2.53944952E+01 	  +6.88266500000E-01 	  +4.14025356503E+00 
2    	  1.57480000000E+00 	  +1.600000000000E+01 	 4.580871E-02 	  1.620608707E+00 	  3.616521363E-01 	 0.000000E+00 	  2.48733317E+01 	  +8.12861599536E-01 	  +4.92223154279E+00 
3    	  2.13360000000E+00 	  +1.794444400000E+01 	 0.000000E+00 	  2.133600000E+00 	  4.060080490E-01 	 0.000000E+00 	  2.44509932E+01 	  +9.66388396827E-01 	  +6.03641397803E+00 
4    	  0.00000000000E+00 	  +2.222222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.208737998E-01 	 0.000000E+00 	  2.39025141E+01 	  +1.18513734596E+00 	  +5.26527883741E+00 
5    	  0.00000000000E+00 	  +2.144444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.975419545E-01 	 0.000000E+00 	  2.33663384E+01 	  +1.03373933760E+00 	  +4.76809080389E+00 
6    	  0.00000000000E+00 	  +2.122222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.906615343E-01 	 0.000000E+00 	  2.28421901E+01 	  +9.36125736434E-01 	  +4.43509309776E+00 
7    	  1.70180000000E+00 	  +1.800000000000E+01 	 0.000000E+00 	  1.701800000E+00 	  4.056750452E-01 	 0.000000E+00 	  2.23297994E+01 	  +8.70747845009E-01 	  +4.74046763952E+00 
8    	  1.01600000000E-01 	  +1.694444400000E+01 	 0.000000E+00 	  1.016000000E-01 	  3.804441947E-01 	 0.000000E+00 	  2.18289024E+01 	  +9.30702443097E-01 	  +4.34800330717E+00 
9    	  0.00000000000E+00 	  +1.611111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.613847055E-01 	 0.000000E+00 	  2.13392415E+01 	  +8.53649388268E-01 	  +4.07985487731E+00 
10   	  0.00000000000E+00 	  +1.861111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.190492531E-01 	 0.000000E+00 	  2.08605646E+01 	  +8.01003443234E-01 	  +3.88660036153E+00 
11   	  0.00000000000E+00 	  +2.044444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.660222736E-01 	 0.000000E+00 	  2.03926252E+01 	  +7.63061521961E-01 	  +3.73875271631E+00 
12   	  1.62560000000E+00 	  +2.150000000000E+01 	 0.000000E+00 	  1.625600000E+00 	  4.947402763E-01 	 0.000000E+00 	  1.99351825E+01 	  +7.34034393189E-01 	  +4.05690607156E+00 
13   	  0.00000000000E+00 	  +2.138888900000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.908224776E-01 	 0.000000E+00 	  1.94880011E+01 	  +7.96497873067E-01 	  +3.77725908767E+00 
