Daily output for entire watershed
Day 	 Precipitation (cm) 	 Temperature (deg. C) 	 Snowmelt (cm) 	 Precip.+Snowmelt 	 Hamon's PET (cm) 	 Snowpack (cm) 	 GW storage (cm) 	 Stream storage (cm) 	 Stream Flow (m^3/s) 
1    	  1.77800000000E-01 	  +1.544444400000E+01 	 1.066271E+00 	  1.244071000E+00 	  4.413976615E-01 	 0.000000E+00 	  2.60049476E+01 	  +5.38805700000E+00 	  +2.18369845578E+01 
2    	  1.57480000000E+00 	  +1.600000000000E+01 	 0.000000E+00 	  1.574800000E+00 	  4.561387596E-01 	 0.000000E+00 	  2.54398727E+01 	  +3.45092369874E+00 	  +1.47198621034E+01 
3    	  2.13360000000E+00 	  +1.794444400000E+01 	 0.000000E+00 	  2.133600000E+00 	  5.120832680E-01 	 0.000000E+00 	  2.49596259E+01 	  +2.32619667978E+00 	  +1.15234146358E+01 
4    	  0.00000000000E+00 	  +2.222222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.569592851E-01 	 0.000000E+00 	  2.43997374E+01 	  +1.82105842278E+00 	  +8.18323578860E+00 
5    	  0.00000000000E+00 	  +2.144444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.275316726E-01 	 0.000000E+00 	  2.38524081E+01 	  +1.29320613112E+00 	  +6.32585912658E+00 
6    	  0.00000000000E+00 	  +2.122222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.188536473E-01 	 0.000000E+00 	  2.33173563E+01 	  +9.99682768334E-01 	  +5.27483149612E+00 
7    	  1.70180000000E+00 	  +1.800000000000E+01 	 0.000000E+00 	  1.701800000E+00 	  5.116632624E-01 	 0.000000E+00 	  2.27943068E+01 	  +8.33587667228E-01 	  +5.23377699667E+00 
8    	  1.01600000000E-01 	  +1.694444400000E+01 	 0.000000E+00 	  1.016000000E-01 	  4.798405032E-01 	 0.000000E+00 	  2.22829901E+01 	  +8.27099777625E-01 	  +4.60009279067E+00 
9    	  0.00000000000E+00 	  +1.611111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.558014588E-01 	 0.000000E+00 	  2.17831432E+01 	  +7.26957936236E-01 	  +4.21648750181E+00 
10   	  0.00000000000E+00 	  +1.861111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.285316671E-01 	 0.000000E+00 	  2.12945087E+01 	  +6.66336352756E-01 	  +3.96959631180E+00 
11   	  0.00000000000E+00 	  +2.044444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.877770390E-01 	 0.000000E+00 	  2.08168352E+01 	  +6.27319855018E-01 	  +3.79782553293E+00 
12   	  1.62560000000E+00 	  +2.150000000000E+01 	 0.000000E+00 	  1.625600000E+00 	  6.239980172E-01 	 0.000000E+00 	  2.03498768E+01 	  +6.00174721954E-01 	  +4.13615674880E+00 
13   	  0.00000000000E+00 	  +2.138888900000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.190566393E-01 	 0.000000E+00 	  1.98933930E+01 	  +6.53641591785E-01 	  +3.81546394131E+00 
14   	  0.00000000000E+00 	  +2.077777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.965552436E-01 	 0.000000E+00 	  1.94471490E+01 	  +6.02962139847E-01 	  +3.60608670702E+00 
15   	  0.00000000000E+00 	  +2.177777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.310697336E-01 	 0.000000E+00 	  1.90109150E+01 	  +5.69874015527E-01 	  +3.45795973707E+00 
16   	  0.00000000000E+00 	  +2.283333300000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.693566750E-01 	 0.000000E+00 	  1.85844665E+01 	  +5.46465340688E-01 	  +3.34387246025E+00 
17   	  0.00000000000E+00 	  +2.405555600000E+01 	 0.000000E+00 	  0.000000000E+00 	  7.162977224E-01 	 0.000000E+00 	  1.81675841E+01 	  +5.28435997566E-01 	  +3.24902820299E+00 
