 --------------------------------------------------------------------------
        x              y        computed head  measured head       name
 --------------------------------------------------------------------------
  0.1764000E+02  0.7724000E+02  0.6722050412E+02  0.6823000000E+02                                                                                                      
  0.2443000E+02  0.7712000E+02  0.6709197390E+02  0.6810000000E+02                                                                                                      
  0.1732000E+02  0.7064000E+02  0.6722005485E+02  0.6823000000E+02                                                                                                      
  0.2543000E+02  0.6957000E+02  0.6705452120E+02  0.6806000000E+02                                                                                                      
  0.2122000E+02  0.7303000E+02  0.6714613017E+02  0.6815000000E+02                                                                                                      
  0.3796000E+02  0.7032000E+02  0.6503033821E+02  0.6600000000E+02                                                                                                      
  0.4645000E+02  0.7007000E+02  0.6454870864E+02  0.6553000000E+02                                                                                                      
  0.3783000E+02  0.6082000E+02  0.6499406472E+02  0.6597000000E+02                                                                                                      
  0.4645000E+02  0.6038000E+02  0.6453299505E+02  0.6551000000E+02                                                                                                      
  0.4205000E+02  0.6516000E+02  0.6478355238E+02  0.6576000000E+02                                                                                                      
  0.1555000E+02  0.5339000E+02  0.6800404783E+02  0.6902000000E+02                                                                                                      
  0.2594000E+02  0.5270000E+02  0.6661411358E+02  0.6761000000E+02                                                                                                      
  0.3714000E+02  0.5232000E+02  0.6518084153E+02  0.6616000000E+02                                                                                                      
  0.5048000E+02  0.5239000E+02  0.6378250373E+02  0.6475000000E+02                                                                                                      
  0.1493000E+02  0.8486000E+02  0.6796153015E+02  0.6898000000E+02                                                                                                      
  0.3299000E+02  0.8404000E+02  0.6591528749E+02  0.6691000000E+02                                                                                                      
  0.4369000E+02  0.8373000E+02  0.6450542875E+02  0.6548000000E+02                                                                                                      
  0.5199000E+02  0.8379000E+02  0.6336353233E+02  0.6432000000E+02                                                                                                      
  0.3557000E+02  0.7762000E+02  0.6556917653E+02  0.6657000000E+02                                                                                                      
  0.3060000E+02  0.7001000E+02  0.6621717089E+02  0.6721000000E+02                                                                                                      
  0.2764000E+02  0.6290000E+02  0.6634978491E+02  0.6734000000E+02                                                                                                      
  0.5388000E+02  0.6176000E+02  0.6367396514E+02  0.6464000000E+02                                                                                                      
  0.5394000E+02  0.6969000E+02  0.6356561038E+02  0.6454000000E+02                                                                                                      
  0.1606000E+02  0.6258000E+02  0.6770305121E+02  0.6872000000E+02                                                                                                      
  0.1184000E+02  0.7215000E+02  0.6790500981E+02  0.6892000000E+02                                                                                                      
