Daily output for entire watershed
Day 	 Precipitation (cm) 	 Temperature (deg. C) 	 Snowmelt (cm) 	 Precip.+Snowmelt 	 Hamon's PET (cm) 	 Snowpack (cm) 	 GW storage (cm) 	 Stream storage (cm) 	 Stream Flow (m^3/s) 
1    	  1.77800000000E-01 	  +1.544444400000E+01 	 3.783626E+00 	  3.961426224E+00 	  4.566667728E-01 	 3.737838E+01 	  5.21694585E+00 	  +1.08796000000E+02 	  +5.51965833771E+00 
2    	  1.57480000000E+00 	  +1.600000000000E+01 	 3.919728E+00 	  5.494528000E+00 	  4.719178044E-01 	 3.345866E+01 	  3.72440133E+00 	  +1.11249135200E+02 	  +5.62785620289E+00 
3    	  2.13360000000E+00 	  +1.794444400000E+01 	 4.396084E+00 	  6.529683724E+00 	  5.297975812E-01 	 2.906257E+01 	  2.68882000E+00 	  +1.13429871433E+02 	  +5.73711769788E+00 
4    	  0.00000000000E+00 	  +2.222222200000E+01 	 5.444067E+00 	  5.444066612E+00 	  6.796852425E-01 	 2.361851E+01 	  1.95014914E+00 	  +1.15632045207E+02 	  +5.81160435102E+00 
5    	  0.00000000000E+00 	  +2.144444400000E+01 	 5.253524E+00 	  5.253524224E+00 	  6.492396510E-01 	 1.836498E+01 	  1.42519280E+00 	  +1.17133329388E+02 	  +5.87133588909E+00 
6    	  0.00000000000E+00 	  +2.122222200000E+01 	 5.199084E+00 	  5.199083612E+00 	  6.402614300E-01 	 1.316590E+01 	  1.05508729E+00 	  +1.18337223098E+02 	  +5.92381390966E+00 
7    	  1.70180000000E+00 	  +1.800000000000E+01 	 4.409694E+00 	  6.111494000E+00 	  5.293630465E-01 	 8.756204E+00 	  7.95457667E-01 	  +1.19394921609E+02 	  +5.99209078168E+00 
8    	  1.01600000000E-01 	  +1.694444400000E+01 	 4.151101E+00 	  4.252700724E+00 	  4.964394539E-01 	 4.605103E+00 	  6.09177913E-01 	  +1.20771047177E+02 	  +6.02305164302E+00 
9    	  0.00000000000E+00 	  +1.611111100000E+01 	 3.946948E+00 	  3.946948306E+00 	  4.715688354E-01 	 6.581546E-01 	  4.76307830E-01 	  +1.21395065701E+02 	  +6.04726593524E+00 
10   	  0.00000000000E+00 	  +1.861111100000E+01 	 6.581546E-01 	  6.581545716E-01 	  5.468149738E-01 	 0.000000E+00 	  3.36953924E-01 	  +1.21883106609E+02 	  +6.01912305648E+00 
11   	  0.00000000000E+00 	  +2.044444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.081097996E-01 	 0.000000E+00 	  2.38370944E-01 	  +1.21315884739E+02 	  +5.98454609489E+00 
12   	  1.62560000000E+00 	  +2.150000000000E+01 	 0.000000E+00 	  1.625600000E+00 	  6.455837572E-01 	 0.000000E+00 	  1.68630495E-01 	  +1.20618983439E+02 	  +5.96176981841E+00 
13   	  0.00000000000E+00 	  +2.138888900000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.404714440E-01 	 0.000000E+00 	  1.19294085E-01 	  +1.20159925847E+02 	  +5.92514124979E+00 
14   	  0.00000000000E+00 	  +2.077777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.171916656E-01 	 0.000000E+00 	  8.43920835E-02 	  +1.19421674250E+02 	  +5.88804118938E+00 
15   	  0.00000000000E+00 	  +2.177777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.529001029E-01 	 0.000000E+00 	  5.97013988E-02 	  +1.18673919700E+02 	  +5.85068088334E+00 
16   	  0.00000000000E+00 	  +2.283333300000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.925114908E-01 	 0.000000E+00 	  4.22344949E-02 	  +1.17920919880E+02 	  +5.81320929310E+00 
17   	  0.00000000000E+00 	  +2.405555600000E+01 	 0.000000E+00 	  0.000000000E+00 	  7.410763530E-01 	 0.000000E+00 	  2.98779023E-02 	  +1.17165677118E+02 	  +5.77573132115E+00 
18   	  6.09600000000E-01 	  +2.294444400000E+01 	 0.000000E+00 	  6.096000000E-01 	  6.944142723E-01 	 0.000000E+00 	  2.11364915E-02 	  +1.16410305732E+02 	  +5.73887936383E+00 
19   	  0.00000000000E+00 	  +2.427777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  7.476624082E-01 	 0.000000E+00 	  1.49525650E-02 	  +1.15667551719E+02 	  +5.70158413522E+00 
20   	  0.00000000000E+00 	  +2.250000000000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.743765869E-01 	 0.000000E+00 	  1.05778766E-02 	  +1.14915863539E+02 	  +5.66444408003E+00 
21   	  1.01600000000E-01 	  +1.883333300000E+01 	 0.000000E+00 	  1.016000000E-01 	  5.437258132E-01 	 0.000000E+00 	  7.48309559E-03 	  +1.14167302891E+02 	  +5.62748427244E+00 
22   	  1.21920000000E+00 	  +1.916666700000E+01 	 0.000000E+00 	  1.219200000E+00 	  5.533746032E-01 	 0.000000E+00 	  5.29375808E-03 	  +1.13422375147E+02 	  +5.59573505407E+00 
23   	  0.00000000000E+00 	  +1.916666700000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.522026372E-01 	 0.000000E+00 	  3.74495746E-03 	  +1.12782467227E+02 	  +5.55914921311E+00 
24   	  5.56260000000E+00 	  +1.822222200000E+01 	 0.000000E+00 	  5.562600000E+00 	  5.210858972E-01 	 0.000000E+00 	  2.34630658E-02 	  +1.12045076809E+02 	  +5.60637950104E+00 
25   	  4.31800000000E-01 	  +2.261111100000E+01 	 0.000000E+00 	  4.318000000E-01 	  6.715310095E-01 	 0.000000E+00 	  2.57299742E-02 	  +1.12997006868E+02 	  +5.57283094394E+00 
26   	  5.08000000000E-02 	  +2.438888900000E+01 	 0.000000E+00 	  5.080000000E-02 	  7.412971519E-01 	 0.000000E+00 	  1.82021273E-02 	  +1.12320833138E+02 	  +5.53668987482E+00 
27   	  0.00000000000E+00 	  +2.533333300000E+01 	 0.000000E+00 	  0.000000000E+00 	  7.799376525E-01 	 0.000000E+00 	  1.28767109E-02 	  +1.11592407131E+02 	  +5.50067703677E+00 
28   	  0.00000000000E+00 	  +2.511111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  7.684375623E-01 	 0.000000E+00 	  9.10935745E-03 	  +1.10866565631E+02 	  +5.46482335064E+00 
29   	  0.00000000000E+00 	  +2.500000000000E+01 	 0.000000E+00 	  0.000000000E+00 	  7.617975022E-01 	 0.000000E+00 	  6.44422272E-03 	  +1.10143931850E+02 	  +5.42915024238E+00 
30   	  1.29540000000E+00 	  +2.494444400000E+01 	 0.000000E+00 	  1.295400000E+00 	  7.575367710E-01 	 0.000000E+00 	  4.55882939E-03 	  +1.09424937629E+02 	  +5.39893152413E+00 
31   	  1.11760000000E+00 	  +2.416666700000E+01 	 0.000000E+00 	  1.117600000E+00 	  7.231850277E-01 	 0.000000E+00 	  3.22504766E-03 	  +1.08815877056E+02 	  +5.37113119202E+00 
32   	  0.00000000000E+00 	  +2.288888900000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.707641698E-01 	 0.000000E+00 	  2.28149192E-03 	  +1.08255559240E+02 	  +5.33598707978E+00 
33   	  0.00000000000E+00 	  +2.200000000000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.357481021E-01 	 0.000000E+00 	  1.61399332E-03 	  +1.07547226974E+02 	  +5.30105961810E+00 
34   	  0.00000000000E+00 	  +2.427777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  7.220282444E-01 	 0.000000E+00 	  1.14178552E-03 	  +1.06843261317E+02 	  +5.26635136851E+00 
35   	  0.00000000000E+00 	  +2.366666700000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.955572285E-01 	 0.000000E+00 	  8.07732073E-04 	  +1.06143713897E+02 	  +5.23186371105E+00 
36   	  0.00000000000E+00 	  +2.600000000000E+01 	 0.000000E+00 	  0.000000000E+00 	  7.909879568E-01 	 0.000000E+00 	  5.71413012E-04 	  +1.05448612528E+02 	  +5.19759719276E+00 
37   	  0.00000000000E+00 	  +2.277777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.575154792E-01 	 0.000000E+00 	  4.04234078E-04 	  +1.04757968236E+02 	  +5.16355177418E+00 
38   	  0.00000000000E+00 	  +2.288888900000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.598226825E-01 	 0.000000E+00 	  2.85966869E-04 	  +1.04071780225E+02 	  +5.12972700377E+00 
39   	  0.00000000000E+00 	  +2.044444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.713436823E-01 	 0.000000E+00 	  2.02301228E-04 	  +1.03390039395E+02 	  +5.09612214125E+00 
40   	  0.00000000000E+00 	  +1.972222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.461215118E-01 	 0.000000E+00 	  1.43113735E-04 	  +1.02712730825E+02 	  +5.06273624480E+00 
41   	  2.54000000000E-02 	  +2.488888900000E+01 	 0.000000E+00 	  2.540000000E-02 	  7.325884856E-01 	 0.000000E+00 	  1.01242792E-04 	  +1.02039835534E+02 	  +5.02956823279E+00 
42   	  0.00000000000E+00 	  +2.500000000000E+01 	 0.000000E+00 	  0.000000000E+00 	  7.349617782E-01 	 0.000000E+00 	  7.16220771E-05 	  +1.01371331719E+02 	  +4.99661692742E+00 
43   	  1.27000000000E-01 	  +1.961111100000E+01 	 0.000000E+00 	  1.270000000E-01 	  5.376908469E-01 	 0.000000E+00 	  5.06675272E-05 	  +1.00707195644E+02 	  +4.96388108552E+00 
44   	  2.28600000000E-01 	  +1.933333300000E+01 	 0.000000E+00 	  2.286000000E-01 	  5.273561464E-01 	 0.000000E+00 	  3.58436731E-05 	  +1.00047402251E+02 	  +4.93135942038E+00 
45   	  0.00000000000E+00 	  +2.038888900000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.592281684E-01 	 0.000000E+00 	  2.53568502E-05 	  +9.93919256074E+01 	  +4.89905061718E+00 
46   	  0.00000000000E+00 	  +2.383333300000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.795962503E-01 	 0.000000E+00 	  1.79381686E-05 	  +9.87407392121E+01 	  +4.86695334382E+00 
47   	  0.00000000000E+00 	  +2.588888900000E+01 	 0.000000E+00 	  0.000000000E+00 	  7.604960018E-01 	 0.000000E+00 	  1.26899789E-05 	  +9.80938162171E+01 	  +4.83506625865E+00 
48   	  0.00000000000E+00 	  +2.750000000000E+01 	 0.000000E+00 	  0.000000000E+00 	  8.289003698E-01 	 0.000000E+00 	  8.97725782E-06 	  +9.74511295811E+01 	  +4.80338801586E+00 
49   	  0.00000000000E+00 	  +2.866666700000E+01 	 0.000000E+00 	  0.000000000E+00 	  8.808113113E-01 	 0.000000E+00 	  6.35077163E-06 	  +9.68126521791E+01 	  +4.77191726929E+00 
50   	  0.00000000000E+00 	  +2.755555600000E+01 	 0.000000E+00 	  0.000000000E+00 	  8.259925790E-01 	 0.000000E+00 	  4.49271939E-06 	  +9.61783568793E+01 	  +4.74065267513E+00 
51   	  7.11200000000E-01 	  +2.494444400000E+01 	 0.000000E+00 	  7.112000000E-01 	  7.118778512E-01 	 0.000000E+00 	  3.17827953E-06 	  +9.55482165972E+01 	  +4.71042848145E+00 
52   	  0.00000000000E+00 	  +2.611111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  7.573636198E-01 	 0.000000E+00 	  2.24840679E-06 	  +9.49390456660E+01 	  +4.67956670427E+00 
53   	  1.01600000000E-01 	  +2.611111100000E+01 	 0.000000E+00 	  1.016000000E-01 	  7.547909436E-01 	 0.000000E+00 	  1.59058795E-06 	  +9.43170241908E+01 	  +4.64890711413E+00 
54   	  7.62000000000E-01 	  +2.477777800000E+01 	 0.000000E+00 	  7.620000000E-01 	  6.980706069E-01 	 0.000000E+00 	  1.12522788E-06 	  +9.36990778107E+01 	  +4.62005840741E+00 
55   	  0.00000000000E+00 	  +2.316666700000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.349554169E-01 	 0.000000E+00 	  7.96018722E-07 	  +9.31176299243E+01 	  +4.58978868800E+00 
56   	  1.95580000000E+00 	  +2.211111100000E+01 	 0.000000E+00 	  1.955800000E+00 	  5.956222813E-01 	 0.000000E+00 	  5.63126649E-07 	  +9.25075414186E+01 	  +4.57427854834E+00 
57   	  0.00000000000E+00 	  +2.472222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  6.886319860E-01 	 0.000000E+00 	  3.98372066E-07 	  +9.21949333696E+01 	  +4.54430876167E+00 
58   	  0.00000000000E+00 	  +2.050000000000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.387609849E-01 	 0.000000E+00 	  2.81819912E-07 	  +9.15908900312E+01 	  +4.51453532891E+00 
59   	  0.00000000000E+00 	  +1.850000000000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.773428312E-01 	 0.000000E+00 	  1.99367550E-07 	  +9.09908042210E+01 	  +4.48495696429E+00 
60   	  1.65100000000E+00 	  +1.688888900000E+01 	 0.000000E+00 	  1.651000000E+00 	  4.320841183E-01 	 0.000000E+00 	  1.41038367E-07 	  +9.03946500239E+01 	  +4.46582339860E+00 
61   	  2.76860000000E+00 	  +1.577777800000E+01 	 0.000000E+00 	  2.768600000E+00 	  4.026378563E-01 	 0.000000E+00 	  3.01561586E-02 	  +9.00090115465E+01 	  +4.46919409044E+00 
62   	  0.00000000000E+00 	  +1.972222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.074134881E-01 	 0.000000E+00 	  2.13333381E-02 	  +9.00769480979E+01 	  +4.44034766763E+00 
63   	  0.00000000000E+00 	  +1.716666700000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.345325156E-01 	 0.000000E+00 	  1.50918199E-02 	  +8.94955462438E+01 	  +4.41156300807E+00 
64   	  0.00000000000E+00 	  +1.800000000000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.549814275E-01 	 0.000000E+00 	  1.06763895E-02 	  +8.89153892329E+01 	  +4.38287693181E+00 
65   	  0.00000000000E+00 	  +1.905555600000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.825054296E-01 	 0.000000E+00 	  7.55278651E-03 	  +8.83372191757E+01 	  +4.35431512675E+00 
