Run   obj.function   <kb>          <kn>          <mlt>         <sn0>         <gw0>         <st0>         <CN1>         <CN2>         <ss1>         <ss2>         <kh>          
19    2.483789E+04  5.502515E-01  1.988036E-01  2.426495E+00  1.341415E+00  5.461231E+00  5.690327E+01  6.407015E+01  7.218794E+01  1.845561E+01  4.457702E+00  1.154065E+00  
20    9.244844E+04  5.502515E-01  1.988036E-01  3.268504E+00  1.492692E+01  1.144637E+02  1.581298E+01  6.407015E+01  7.403252E+01  9.651703E+00  8.501640E+00  1.154065E+00  
21    4.916883E+03  2.712552E-01  1.988036E-01  2.500213E+00  3.479652E+00  5.461231E+00  1.581298E+01  6.407015E+01  7.218794E+01  1.845561E+01  8.501640E+00  1.154065E+00  
22    5.228238E+03  5.144704E-01  1.988036E-01  3.565282E+00  5.376235E+00  5.461231E+00  1.581298E+01  6.407015E+01  7.218794E+01  1.871096E+01  6.965756E+00  1.154065E+00  
23    5.946711E+03  2.712552E-01  3.319752E-01  2.500213E+00  3.479652E+00  5.461231E+00  1.581298E+01  6.407015E+01  7.218794E+01  1.845561E+01  5.884946E+00  1.099400E+00  
24    5.872104E+03  2.712552E-01  1.988036E-01  2.862649E+00  1.274659E+01  5.461231E+00  1.581298E+01  6.407015E+01  7.218794E+01  1.845561E+01  8.501640E+00  9.272085E-01  
25    2.067411E+04  3.490390E-01  1.988036E-01  2.500213E+00  3.479652E+00  5.050413E+01  1.581298E+01  6.460876E+01  6.717109E+01  1.823082E+01  8.501640E+00  1.154065E+00  
26    4.900640E+03  2.712552E-01  1.988036E-01  3.187410E+00  3.479652E+00  5.461231E+00  1.581298E+01  6.460876E+01  7.218794E+01  1.754707E+01  8.501640E+00  1.154065E+00  
27    5.035038E+03  5.859459E-01  2.713870E-02  2.536891E+00  2.813458E+01  5.461231E+00  1.581298E+01  6.804382E+01  7.218794E+01  1.705734E+01  5.439274E+00  1.154065E+00  
28    4.925850E+04  2.712552E-01  1.988036E-01  2.500213E+00  1.488353E+01  9.135353E+01  1.581298E+01  6.460876E+01  7.218794E+01  1.672775E+01  5.439274E+00  1.154065E+00  
29    3.507104E+03  2.712552E-01  1.988036E-01  2.500213E+00  3.479652E+00  5.461231E+00  6.575346E+00  6.460876E+01  7.218794E+01  1.213914E+01  5.439274E+00  1.154065E+00  
30    4.985040E+03  3.024634E-02  1.988036E-01  2.500213E+00  2.532985E-01  5.461231E+00  2.050674E+01  6.923000E+01  7.218794E+01  1.044417E+01  5.439274E+00  1.154065E+00  
31    5.331227E+04  2.712552E-01  1.988036E-01  2.026974E+00  1.237791E+01  1.094198E+02  6.575346E+00  6.460876E+01  7.218794E+01  1.213914E+01  7.078182E+00  1.154065E+00  
32    3.888413E+03  1.567356E-01  1.988036E-01  2.500213E+00  3.479652E+00  5.461231E+00  6.575346E+00  5.132738E+01  6.673744E+01  1.213914E+01  5.439274E+00  1.075294E+00  
33    2.028647E+05  6.785377E-02  1.988036E-01  2.500213E+00  3.479652E+00  3.643683E+02  6.575346E+00  6.460876E+01  6.673744E+01  1.077085E+01  5.439274E+00  1.075294E+00  
34    3.186675E+03  5.415522E-02  1.988036E-01  2.500213E+00  3.479652E+00  5.461231E+00  6.575346E+00  6.460876E+01  6.673744E+01  1.542573E+01  3.526511E+00  1.075294E+00  
35    3.146249E+03  5.415522E-02  2.126612E-01  2.500213E+00  3.479652E+00  5.461231E+00  5.657662E+00  6.455639E+01  6.171007E+01  1.716754E+01  9.246693E+00  1.075294E+00  
36    4.615718E+04  5.415522E-02  2.126612E-01  2.500213E+00  3.479652E+00  5.461231E+00  8.136909E+01  6.460876E+01  6.171007E+01  1.716754E+01  1.553706E+01  1.075294E+00  
37    1.028669E+05  5.415522E-02  2.126612E-01  2.365357E+00  3.479652E+00  5.461231E+00  1.230106E+02  6.460876E+01  6.171007E+01  1.716754E+01  9.246693E+00  1.354902E+00  
38    1.231739E+05  5.415522E-02  2.126612E-01  2.500213E+00  3.479652E+00  2.056432E+02  6.932550E+01  6.460876E+01  6.171007E+01  1.716754E+01  9.246693E+00  1.075294E+00  
39    3.482250E+03  5.415522E-02  1.511457E-01  2.500213E+00  3.479652E+00  5.461231E+00  5.657662E+00  6.460876E+01  6.171007E+01  1.716754E+01  9.246693E+00  1.075294E+00  
40    6.858380E+05  5.415522E-02  2.126612E-01  1.456347E+00  3.479652E+00  2.858872E+02  2.422221E+02  6.460876E+01  6.171007E+01  1.716754E+01  9.246693E+00  1.075294E+00  
41    6.224250E+03  5.415522E-02  3.456760E-01  2.500213E+00  3.479652E+00  5.291585E+01  5.657662E+00  7.191265E+01  6.159084E+01  1.716754E+01  7.001715E+00  9.973060E-01  
42    5.261092E+04  5.415522E-02  3.456760E-01  2.500213E+00  3.479652E+00  2.611138E+00  6.597302E+01  7.191265E+01  6.171007E+01  1.716754E+01  9.246693E+00  1.075294E+00  
43    2.885662E+05  5.415522E-02  3.456760E-01  2.500213E+00  3.479652E+00  4.478111E+02  5.657662E+00  7.191265E+01  8.605522E+01  2.007282E+01  9.246693E+00  1.075294E+00  
44    2.438954E+05  5.415522E-02  3.456760E-01  2.500213E+00  3.479652E+00  4.129930E+02  5.657662E+00  7.191265E+01  8.605522E+01  1.716754E+01  9.246693E+00  1.075294E+00  
45    2.967963E+03  2.784887E-01  3.456760E-01  2.500213E+00  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  9.246693E+00  1.075294E+00  
46    3.148596E+03  3.495713E-01  3.456760E-01  2.500213E+00  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  9.246693E+00  1.075294E+00  
47    3.258682E+03  3.570999E-01  4.091520E-01  2.500213E+00  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  9.246693E+00  1.075294E+00  
48    4.739750E+03  5.415522E-02  2.589304E-02  2.500213E+00  6.792003E+00  5.564724E+00  5.657662E+00  7.073972E+01  8.605522E+01  1.935369E+01  9.246693E+00  1.429973E+00  
49    1.938288E+04  5.415522E-02  3.456760E-01  1.642285E+00  4.418212E+01  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  9.246693E+00  1.075294E+00  
50    2.057592E+03  5.415522E-02  3.203104E-01  1.003111E+00  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  7.602201E+00  1.075294E+00  
51    4.601559E+03  5.415522E-02  3.203104E-01  1.003111E+00  1.731889E+01  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  7.602201E+00  1.075294E+00  
52    1.950908E+03  5.415522E-02  3.203104E-01  4.079965E-01  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  7.602201E+00  1.075294E+00  
53    1.907895E+03  5.415522E-02  3.203104E-01  4.079965E-01  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  6.505169E+00  7.602201E+00  1.075294E+00  
54    2.102015E+03  5.415522E-02  3.203104E-01  4.079965E-01  3.479652E+00  5.564724E+00  5.657662E+00  6.629952E+01  8.605522E+01  6.505169E+00  7.602201E+00  1.071081E+00  
55    2.679049E+03  3.739236E-01  3.203104E-01  1.190910E-01  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  7.602201E+00  1.075294E+00  
56    5.481406E+03  5.415522E-02  3.203104E-01  1.190910E-01  3.357307E+01  2.307783E+01  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  7.602201E+00  1.075294E+00  
57    1.847043E+03  5.415522E-02  3.203104E-01  1.190910E-01  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  9.530544E+00  7.602201E+00  1.075294E+00  
58    2.207130E+05  5.415522E-02  3.203104E-01  1.190910E-01  1.336514E+00  3.976638E+02  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  7.602201E+00  1.051891E+00  
59    3.988577E+03  5.415522E-02  5.425360E-02  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  9.694034E+00  1.051891E+00  
60    1.913951E+03  9.507234E-02  3.203104E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  7.602201E+00  1.051891E+00  
61    1.848679E+03  5.415522E-02  3.203104E-01  4.805258E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.394868E+01  8.113743E+01  1.617404E+01  7.602201E+00  1.046942E+00  
62    6.503844E+04  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  2.058469E+02  5.657662E+00  7.531393E+01  8.820736E+01  1.617404E+01  7.602201E+00  1.000803E+00  
63    1.554206E+03  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.261855E+01  1.617404E+01  1.304191E+01  1.000803E+00  
64    1.486728E+03  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.820736E+01  1.274496E+01  7.602201E+00  1.000803E+00  
65    2.356120E+03  5.415522E-02  4.519203E-01  1.190910E-01  1.979388E+01  5.564724E+00  5.657662E+00  7.531393E+01  8.820736E+01  1.182250E+01  7.602201E+00  1.006635E+00  
66    1.517092E+03  5.415522E-02  4.519203E-01  2.732026E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.820736E+01  1.182250E+01  7.602201E+00  1.006635E+00  
67    1.486924E+03  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.420702E+01  8.820736E+01  3.113387E+00  7.602201E+00  1.011419E+00  
68    1.487881E+03  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.820736E+01  1.182250E+01  7.602201E+00  9.534069E-01  
69    1.544735E+04  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  9.643625E+01  5.657662E+00  7.531393E+01  8.820736E+01  1.182250E+01  7.602201E+00  1.011419E+00  
70    2.965824E+03  5.415522E-02  1.166805E-01  1.437175E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  9.317864E+01  1.182250E+01  1.016006E+01  1.011419E+00  
71    1.466046E+03  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.402268E+01  1.182250E+01  7.602201E+00  1.011419E+00  
72    1.473687E+03  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.800939E+01  1.182250E+01  7.602201E+00  9.171641E-01  
73    1.404386E+06  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  2.915569E+02  7.531393E+01  8.800939E+01  1.182250E+01  7.602201E+00  1.011419E+00  
74    1.508828E+03  3.960973E-02  4.519203E-01  3.600033E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.446667E+01  1.182250E+01  7.602201E+00  1.011419E+00  
75    1.220898E+06  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  2.720748E+02  7.531393E+01  8.446667E+01  1.182250E+01  7.602201E+00  1.011419E+00  
76    1.462791E+03  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.446667E+01  1.429473E+01  7.602201E+00  1.011419E+00  
77    1.856910E+03  3.960973E-02  6.488230E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.446667E+01  1.182250E+01  7.602201E+00  1.011419E+00  
78    1.275296E+05  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  8.787732E+01  7.531393E+01  8.446667E+01  1.051909E+01  7.602201E+00  1.011419E+00  
79    1.442973E+03  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.446667E+01  4.594342E+00  7.602201E+00  1.011419E+00  
80    5.590159E+04  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  2.262224E+02  5.657662E+00  7.531393E+01  8.446667E+01  4.594342E+00  7.602201E+00  1.011419E+00  
81    1.362975E+03  3.960973E-02  4.647340E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.446667E+01  4.594342E+00  7.602201E+00  1.011419E+00  
82    1.616534E+03  3.960973E-02  4.647340E-01  7.704137E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.446667E+01  4.594342E+00  7.602201E+00  1.011419E+00  
83    1.007756E+06  3.960973E-02  4.647340E-01  1.190910E-01  1.336514E+00  5.564724E+00  2.427564E+02  8.137300E+01  8.446667E+01  4.594342E+00  7.602201E+00  1.011419E+00  
84    1.503331E+03  3.960973E-02  4.647340E-01  4.380518E-02  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.446667E+01  4.594342E+00  7.602201E+00  1.167236E+00  
85    1.524984E+03  3.960973E-02  4.647340E-01  1.425077E-01  5.268454E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.446667E+01  4.594342E+00  7.602201E+00  1.011419E+00  
86    1.402571E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  7.185047E+01  4.594342E+00  7.602201E+00  1.011419E+00  
87    1.359297E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.446667E+01  4.525801E+00  8.611749E+00  1.011419E+00  
88    1.789423E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  9.940357E+01  3.671353E+00  9.406350E+00  1.011419E+00  
89    4.098908E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.149915E+01  5.657662E+00  8.137300E+01  8.423528E+01  3.671353E+00  7.602201E+00  1.131127E+00  
90    2.424127E+05  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  1.190920E+02  8.137300E+01  8.423528E+01  3.671353E+00  7.602201E+00  1.131127E+00  
91    1.693798E+05  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  9.964752E+01  8.137300E+01  8.423528E+01  3.671353E+00  9.284974E-01  1.131127E+00  
92    1.317440E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  7.634960E-01  9.284974E-01  1.131127E+00  
93    1.792735E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.815129E+01  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  7.634960E-01  9.284974E-01  1.131127E+00  
94    1.317355E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.131127E+00  
95    1.624786E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.544854E+01  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.131127E+00  
96    1.386600E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.811606E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.131127E+00  
97    1.322579E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  5.187439E+00  9.284974E-01  1.131127E+00  
98    1.615555E+03  3.960973E-02  5.942826E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.131127E+00  
99    2.591339E+03  4.127992E-01  4.647340E-01  5.097475E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.131127E+00  
100   1.449101E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  6.909903E+01  5.066134E-01  9.284974E-01  1.131127E+00  
101   1.790151E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.825722E+01  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.127928E+00  
102   1.355786E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  7.800063E+01  5.066134E-01  9.284974E-01  1.127928E+00  
103   1.317488E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.048396E+00  
104   1.311516E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  5.066134E-01  3.313211E+00  1.127928E+00  
105   1.700349E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.477995E+01  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.127928E+00  
106   1.309355E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  5.066134E-01  8.752495E-01  1.127928E+00  
107   1.311296E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  1.810851E+00  8.752495E-01  1.127928E+00  
108   1.344922E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  8.963115E+00  9.284974E-01  1.127928E+00  
109   1.473644E+03  3.960973E-02  4.184595E-01  1.425077E-01  9.639210E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  3.180729E-01  9.284974E-01  1.127928E+00  
110   1.792459E+03  2.200124E-01  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  3.180729E-01  9.284974E-01  1.127928E+00  
111   1.335383E+03  6.715690E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  3.180729E-01  9.284974E-01  1.127928E+00  
112   2.339238E+03  3.960973E-02  4.184595E-01  1.425077E-01  2.809176E+01  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
113   1.443138E+03  3.960973E-02  4.184595E-01  5.135241E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
114   1.425561E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  6.738959E+01  2.532810E-01  9.284974E-01  1.127928E+00  
115   2.939555E+05  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  1.404795E+02  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
116   1.768357E+03  3.960973E-02  6.160306E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
117   1.337494E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.482602E+00  
118   1.718992E+03  1.939273E-01  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
119   1.270784E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  1.715742E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  1.044993E+00  1.127928E+00  
120   1.270760E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  1.715742E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  1.208504E+00  1.127928E+00  
121   1.468352E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  1.715742E+00  5.657662E+00  8.362995E+01  6.344869E+01  2.532810E-01  1.208504E+00  1.127928E+00  
122   1.278227E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  1.715742E+00  5.657662E+00  8.438929E+01  8.423528E+01  2.532810E-01  1.208504E+00  1.286902E+00  
123   1.280957E+03  3.960973E-02  4.184595E-01  1.145784E-01  1.336514E+00  1.715742E+00  5.657662E+00  8.438929E+01  8.423528E+01  2.532810E-01  1.208504E+00  1.127928E+00  
124   1.277023E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  1.715742E+00  5.657662E+00  8.438929E+01  8.423528E+01  5.680933E+00  1.208504E+00  1.127928E+00  
