Run   obj.function   <kb>          <kn>          <mlt>         <sn0>         <gw0>         <st0>         <CN1>         <CN2>         <ss1>         <ss2>         <kh>          
12    7.064486E+03  4.197594E-01  8.902842E-02  7.741769E-01  4.648848E+00  5.461231E+00  2.871326E+01  7.424161E+01  8.887512E+01  2.132173E+01  1.444373E+01  1.266898E+00  
13    3.387624E+05  5.502515E-01  8.902842E-02  1.058301E+00  1.269744E+01  3.068268E+01  3.173695E+02  7.424161E+01  8.339822E+01  2.132173E+01  1.445406E+01  1.383186E+00  
14    9.983230E+04  6.200202E-01  8.902842E-02  2.426495E+00  3.479652E+00  1.750105E+02  2.871326E+01  6.407015E+01  7.218794E+01  2.132173E+01  8.501640E+00  1.154065E+00  
15    1.105984E+04  5.502515E-01  8.902842E-02  2.666299E+00  3.427499E+01  5.461231E+00  2.871326E+01  6.407015E+01  7.240164E+01  2.132173E+01  8.501640E+00  1.263826E+00  
16    1.107014E+06  8.414671E-01  8.902842E-02  2.664240E+00  3.479652E+00  4.982899E+02  1.617082E+02  6.407015E+01  6.652243E+01  1.823767E+01  8.501640E+00  1.154065E+00  
17    5.390698E+03  5.118870E-01  5.094003E-03  2.426495E+00  3.479652E+00  5.461231E+00  2.871326E+01  6.660855E+01  7.218794E+01  2.472692E+01  2.364999E+00  1.154065E+00  
18    6.518719E+05  5.502515E-01  1.988036E-01  1.675730E+00  3.479652E+00  3.431971E+02  1.742613E+01  6.812975E+01  5.005740E+01  1.845561E+01  8.501640E+00  1.411743E+00  
19    9.970823E+03  9.663193E-01  1.473738E-01  2.426495E+00  3.479652E+00  2.677750E+01  1.581298E+01  6.407015E+01  7.218794E+01  1.845561E+01  8.501640E+00  1.154065E+00  
20    2.019669E+06  5.502515E-01  2.930436E-01  2.426495E+00  3.479652E+00  2.718834E+02  2.311926E+02  6.972124E+01  7.030615E+01  1.845561E+01  4.539868E+00  1.042231E+00  
21    9.880171E+05  5.502515E-01  2.535137E-01  1.684532E+00  3.479652E+00  3.026526E+02  8.682192E+01  7.165346E+01  7.218794E+01  1.845561E+01  4.552746E+00  1.154065E+00  
22    6.106131E+05  5.502515E-01  1.988036E-01  2.426495E+00  3.479652E+00  5.461231E+00  3.096099E+02  6.822301E+01  7.218794E+01  1.845561E+01  9.668808E+00  1.154065E+00  
23    6.192697E+05  5.502515E-01  1.988036E-01  3.582114E+00  1.822568E+00  5.461231E+00  3.120548E+02  6.474215E+01  7.040288E+01  1.845561E+01  8.501640E+00  9.790900E-01  
24    3.537059E+05  2.712552E-01  1.988036E-01  2.500213E+00  3.479652E+00  2.933391E+02  1.581298E+01  6.391786E+01  7.218794E+01  1.845561E+01  1.067197E+01  1.154065E+00  
25    5.314703E+03  2.712552E-01  1.988036E-01  1.560425E+00  3.479652E+00  5.461231E+00  1.581298E+01  5.167526E+01  8.536923E+01  1.845561E+01  8.501640E+00  1.432554E+00  
26    4.902094E+03  2.712552E-01  1.988036E-01  2.500213E+00  3.479652E+00  5.461231E+00  1.581298E+01  6.460876E+01  7.218794E+01  1.845561E+01  8.501640E+00  1.154065E+00  
27    1.079264E+05  2.712552E-01  1.988036E-01  2.500213E+00  3.479652E+00  1.540328E+02  1.581298E+01  6.460876E+01  5.626832E+01  1.845561E+01  8.501640E+00  1.344799E+00  
28    2.005695E+05  2.712552E-01  1.988036E-01  1.836807E+00  5.745678E+00  2.161352E+02  1.581298E+01  6.460876E+01  7.218794E+01  1.845561E+01  8.501640E+00  1.154065E+00  
29    1.182195E+06  2.712552E-01  2.321954E-01  2.500213E+00  3.599171E+00  5.461231E+00  3.971187E+02  6.460876E+01  7.218794E+01  1.845561E+01  8.501640E+00  1.023223E+00  
30    1.062607E+04  3.813055E-01  1.988036E-01  2.500213E+00  2.879692E+01  5.461231E+00  1.581298E+01  6.460876E+01  7.625195E+01  1.672775E+01  5.439274E+00  1.257319E+00  
31    6.572033E+04  4.022793E-01  1.988036E-01  2.500213E+00  1.456120E+01  9.899869E+01  1.581298E+01  6.460876E+01  7.218794E+01  1.672775E+01  5.439274E+00  1.154065E+00  
32    4.865450E+03  2.712552E-01  1.988036E-01  2.500213E+00  3.479652E+00  5.461231E+00  1.581298E+01  6.460876E+01  7.421398E+01  1.672775E+01  5.439274E+00  1.154065E+00  
33    1.840975E+04  2.712552E-01  1.988036E-01  2.500213E+00  3.479652E+00  5.007170E+01  1.581298E+01  6.460876E+01  7.406315E+01  1.672775E+01  5.439274E+00  1.154065E+00  
34    2.129940E+04  2.712552E-01  1.988036E-01  2.500213E+00  3.479652E+00  5.461231E+00  5.303530E+01  6.460876E+01  7.218794E+01  1.213914E+01  5.439274E+00  1.112327E+00  
35    3.852796E+03  2.712552E-01  1.988036E-01  2.500213E+00  3.479652E+00  5.461231E+00  6.575346E+00  5.454870E+01  7.218794E+01  1.213914E+01  5.439274E+00  1.154065E+00  
36    3.399071E+03  5.415522E-02  1.988036E-01  2.500213E+00  1.260862E+01  5.461231E+00  6.575346E+00  6.460876E+01  6.673744E+01  1.213914E+01  5.439274E+00  1.075294E+00  
37    1.210655E+05  5.415522E-02  1.988036E-01  2.500213E+00  2.796185E+01  5.461231E+00  1.245410E+02  6.838421E+01  6.673744E+01  1.213914E+01  1.358563E+00  1.075294E+00  
38    3.144077E+03  5.415522E-02  2.126612E-01  2.500213E+00  3.479652E+00  5.461231E+00  5.657662E+00  6.460876E+01  6.171007E+01  1.716754E+01  9.246693E+00  1.075294E+00  
39    4.379655E+05  5.415522E-02  2.126612E-01  2.500213E+00  3.479652E+00  5.461231E+00  2.553864E+02  6.460876E+01  6.171007E+01  1.716754E+01  9.246693E+00  1.648702E+00  
40    1.603341E+05  5.415522E-02  2.126612E-01  2.500213E+00  3.479652E+00  5.461231E+00  1.541759E+02  6.460876E+01  6.171007E+01  1.716754E+01  9.246693E+00  1.042401E+00  
41    1.246038E+05  5.415522E-02  1.245188E-01  2.500213E+00  2.061540E+01  5.461231E+00  1.730091E+02  6.460876E+01  6.171007E+01  1.716754E+01  9.246693E+00  1.075294E+00  
42    2.249259E+04  5.415522E-02  2.126612E-01  2.500213E+00  3.479652E+00  1.259149E+02  5.657662E+00  6.460876E+01  6.171007E+01  1.716754E+01  9.246693E+00  1.060512E+00  
43    3.053912E+05  5.415522E-02  2.126612E-01  2.500213E+00  3.479652E+00  5.461231E+00  2.132101E+02  6.460876E+01  5.856345E+01  1.716754E+01  9.246693E+00  1.052874E+00  
44    3.141072E+03  5.415522E-02  2.126612E-01  2.500213E+00  3.479652E+00  5.461231E+00  5.657662E+00  6.460876E+01  6.171007E+01  1.716754E+01  1.225197E+01  1.075294E+00  
45    2.192970E+03  5.415522E-02  3.456760E-01  2.500213E+00  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.716754E+01  9.246693E+00  1.075294E+00  
46    7.962478E+03  5.415522E-02  3.456760E-01  2.500213E+00  3.479652E+00  6.191431E+01  5.657662E+00  7.191265E+01  8.605522E+01  1.716754E+01  9.246693E+00  1.075294E+00  
47    2.235965E+03  5.415522E-02  3.456760E-01  2.500213E+00  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.839615E+01  1.716754E+01  9.246693E+00  1.075294E+00  
48    1.000116E+06  5.415522E-02  3.456760E-01  2.500213E+00  3.479652E+00  5.488663E+01  2.828887E+02  7.191265E+01  8.605522E+01  1.617404E+01  5.530925E+00  1.075294E+00  
49    2.183930E+03  5.415522E-02  3.456760E-01  2.500213E+00  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  9.246693E+00  1.090695E+00  
50    2.439786E+03  1.123067E-01  3.456760E-01  2.500213E+00  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  9.246693E+00  1.269288E+00  
51    1.096468E+04  5.415522E-02  3.456760E-01  2.500213E+00  3.479652E+00  7.716648E+01  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  9.246693E+00  1.075294E+00  
52    2.308565E+03  5.415522E-02  3.456760E-01  2.500213E+00  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  9.246693E+00  1.470048E+00  
53    3.881558E+03  5.415522E-02  3.203104E-01  1.003111E+00  1.559069E+01  5.564724E+00  5.657662E+00  7.191265E+01  7.330452E+01  1.617404E+01  9.246693E+00  1.075294E+00  
54    8.378286E+04  5.415522E-02  3.203104E-01  1.081840E+00  3.479652E+00  2.400331E+02  5.657662E+00  7.191265E+01  8.605522E+01  1.872586E+01  7.602201E+00  1.075294E+00  
55    2.644032E+03  5.415522E-02  2.039439E-01  1.003111E+00  3.660826E+00  5.564724E+00  5.657662E+00  8.242523E+01  8.605522E+01  1.617404E+01  7.602201E+00  1.075294E+00  
56    2.054916E+03  5.415522E-02  3.203104E-01  1.003111E+00  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.498339E+01  1.617404E+01  7.602201E+00  1.075294E+00  
57    1.951561E+03  5.415522E-02  3.203104E-01  4.079965E-01  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.453616E+01  1.617404E+01  7.602201E+00  1.075294E+00  
58    1.917443E+03  5.415522E-02  3.203104E-01  4.079965E-01  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  6.505169E+00  7.602201E+00  1.112643E+00  
59    1.851941E+03  5.415522E-02  3.203104E-01  1.190910E-01  3.479652E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.165873E+01  7.602201E+00  1.075294E+00  
60    1.956108E+03  5.415522E-02  3.203104E-01  3.403787E-01  3.479652E+00  5.564724E+00  5.657662E+00  7.237567E+01  7.799179E+01  1.165873E+01  7.602201E+00  1.075294E+00  
61    1.814148E+03  5.415522E-02  3.203104E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  7.602201E+00  1.110476E+00  
62    2.383342E+03  2.644970E-01  3.203104E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.191265E+01  8.828716E+01  1.617404E+01  7.602201E+00  1.051891E+00  
63    2.122765E+03  5.415522E-02  3.203104E-01  1.190910E-01  1.336514E+00  1.598045E+01  5.657662E+00  7.191265E+01  8.605522E+01  1.617404E+01  7.602201E+00  1.051891E+00  
64    6.750918E+05  5.415522E-02  3.203104E-01  1.190910E-01  1.336514E+00  2.121717E+02  2.097902E+02  5.803213E+01  8.605522E+01  1.617404E+01  7.602201E+00  1.051891E+00  
65    2.086544E+06  5.415522E-02  3.203104E-01  1.190910E-01  1.336514E+00  5.564724E+00  4.396891E+02  5.719375E+01  8.820736E+01  1.617404E+01  7.602201E+00  1.046942E+00  
66    1.521492E+03  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.820736E+01  1.617404E+01  7.602201E+00  1.173487E+00  
67    1.482614E+03  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.820736E+01  1.182250E+01  7.602201E+00  1.000803E+00  
68    1.482188E+03  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.820736E+01  1.182250E+01  7.602201E+00  1.006635E+00  
69    1.573526E+03  1.370666E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.820736E+01  1.182250E+01  7.602201E+00  1.006635E+00  
70    1.481885E+03  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.820736E+01  1.182250E+01  7.602201E+00  1.011419E+00  
71    1.978922E+06  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  2.524602E+02  3.114683E+02  7.531393E+01  8.820736E+01  1.182250E+01  7.602201E+00  1.011419E+00  
72    2.236270E+03  5.415522E-02  4.519203E-01  1.190910E-01  1.685106E+01  5.564724E+00  5.657662E+00  7.531393E+01  8.820736E+01  1.182250E+01  7.602201E+00  1.011419E+00  
73    3.557886E+05  5.415522E-02  4.303483E-01  1.190910E-01  1.336514E+00  5.564724E+00  1.511663E+02  7.531393E+01  8.820736E+01  1.182250E+01  7.602201E+00  1.011419E+00  
74    1.794980E+03  5.415522E-02  2.888783E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.820736E+01  1.072176E+01  7.602201E+00  1.011419E+00  
75    2.413257E+05  5.415522E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  1.205449E+02  7.531393E+01  8.820736E+01  1.182250E+01  7.602201E+00  1.011419E+00  
76    1.752593E+03  5.415522E-02  4.538972E-01  1.190910E-01  4.428406E+00  5.564724E+00  5.657662E+00  7.537942E+01  8.800939E+01  1.553011E+01  7.602201E+00  1.011419E+00  
77    1.452455E+03  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.446667E+01  1.182250E+01  7.602201E+00  1.011419E+00  
78    2.064737E+03  3.960973E-02  2.375745E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.446667E+01  1.182250E+01  7.602201E+00  1.011419E+00  
79    1.758148E+03  3.960973E-02  4.519203E-01  1.190910E-01  8.132948E+00  5.564724E+00  5.657662E+00  6.904868E+01  8.446667E+01  1.182250E+01  7.602201E+00  1.011419E+00  
80    1.449001E+03  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.446667E+01  1.051909E+01  7.602201E+00  1.011419E+00  
81    1.792973E+03  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.851902E+01  8.446667E+01  1.051909E+01  7.602201E+00  1.011419E+00  
82    1.468496E+03  3.960973E-02  4.519203E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.446667E+01  1.051909E+01  7.602201E+00  1.176104E+00  
83    1.615233E+03  3.960973E-02  4.519203E-01  2.950873E-02  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.446667E+01  1.051909E+01  7.602201E+00  1.011419E+00  
84    1.442801E+03  3.960973E-02  4.647340E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.446667E+01  4.594342E+00  7.602201E+00  1.011419E+00  
85    1.442697E+03  3.960973E-02  4.647340E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.446667E+01  3.995867E+00  7.602201E+00  1.011419E+00  
86    1.625106E+03  3.960973E-02  5.883056E-01  1.190910E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.531393E+01  8.446667E+01  3.995867E+00  7.602201E+00  1.011419E+00  
87    1.189069E+05  3.960973E-02  4.647340E-01  1.190910E-01  1.336514E+00  3.302793E+02  5.657662E+00  8.137300E+01  8.446667E+01  4.594342E+00  7.602201E+00  1.011419E+00  
88    1.350470E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.446667E+01  4.594342E+00  7.602201E+00  1.011419E+00  
89    1.352501E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.446667E+01  5.114997E+00  7.602201E+00  1.011419E+00  
90    1.347505E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.446667E+01  3.671353E+00  7.602201E+00  1.011419E+00  
91    1.547597E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  9.432827E+01  3.671353E+00  7.602201E+00  1.011419E+00  
92    1.337782E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  3.671353E+00  7.602201E+00  1.131127E+00  
93    1.700396E+03  1.650751E-01  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  3.671353E+00  7.602201E+00  1.131127E+00  
94    1.319851E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  3.671353E+00  9.284974E-01  1.131127E+00  
95    6.318457E+04  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  6.078396E+01  8.137300E+01  8.423528E+01  3.671353E+00  9.284974E-01  1.131127E+00  
96    2.611467E+04  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  1.533194E+02  5.657662E+00  8.137300E+01  8.423528E+01  3.671353E+00  9.284974E-01  1.131127E+00  
97    1.644201E+03  3.960973E-02  4.647340E-01  9.118133E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  3.671353E+00  9.284974E-01  1.131127E+00  
98    1.390751E+03  3.960973E-02  4.647340E-01  3.021381E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  7.634960E-01  9.284974E-01  1.131127E+00  
99    1.318479E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.393058E+01  7.634960E-01  9.284974E-01  1.131127E+00  
100   1.390433E+05  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  3.593550E+02  5.657662E+00  8.137300E+01  8.423528E+01  7.634960E-01  9.284974E-01  1.131127E+00  
101   1.706049E+03  1.773985E-01  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.131127E+00  
102   1.899153E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  9.423539E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.131127E+00  
103   1.319903E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  5.066134E-01  4.272091E+00  1.131127E+00  
104   1.323226E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.213746E+00  
105   1.671276E+03  1.664205E-01  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.131127E+00  
106   1.443680E+03  3.960973E-02  5.403431E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.131127E+00  
107   1.319655E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  3.522684E+00  9.284974E-01  1.131127E+00  
108   1.333249E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.137300E+01  8.423528E+01  5.066134E-01  7.639008E+00  1.127928E+00  
109   1.584583E+03  1.411877E-01  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.127928E+00  
110   1.927113E+03  2.540915E-01  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.127928E+00  
111   1.321927E+03  2.621478E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.127928E+00  
112   1.650480E+03  3.960973E-02  4.647340E-01  8.673581E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.127928E+00  
113   1.442527E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.493470E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.127928E+00  
114   1.309817E+03  3.960973E-02  4.647340E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  5.066134E-01  1.594718E+00  1.127928E+00  
115   1.474762E+03  3.960973E-02  4.184595E-01  6.107004E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  5.066134E-01  9.284974E-01  1.127928E+00  
116   1.570102E+03  3.960973E-02  4.184595E-01  8.036408E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  3.180729E-01  9.284974E-01  1.127928E+00  
117   1.551497E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  7.250265E+01  8.423528E+01  3.180729E-01  9.284974E-01  1.127928E+00  
118   1.291836E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  3.180729E-01  9.284974E-01  1.232779E+00  
119   1.772747E+03  2.129069E-01  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
120   1.287256E+03  3.960973E-02  4.184595E-01  1.350204E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
121   1.357480E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.949059E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
122   1.014511E+04  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  9.304402E+01  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
123   1.286848E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.620005E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
124   1.292747E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.241090E+00  
125   5.474892E+03  3.960973E-02  4.184595E-01  1.425077E-01  6.148714E+01  5.564724E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
126   1.230327E+05  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  3.395287E+02  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  9.284974E-01  1.127928E+00  
127   1.350378E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  1.715742E+00  5.657662E+00  8.362995E+01  9.463325E+01  2.532810E-01  9.284974E-01  1.127928E+00  
128   1.302686E+03  3.960973E-02  4.184595E-01  1.030097E-01  1.336514E+00  1.715742E+00  5.657662E+00  8.362995E+01  8.423528E+01  2.532810E-01  1.044993E+00  1.127928E+00  
129   1.266124E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  1.715742E+00  5.657662E+00  8.438929E+01  8.423528E+01  2.532810E-01  1.208504E+00  1.127928E+00  
130   1.645583E+05  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  1.715742E+00  1.054587E+02  8.438929E+01  8.423528E+01  2.532810E-01  1.208504E+00  1.127928E+00  
131   3.812310E+03  3.960973E-02  5.251787E-02  1.425077E-01  1.336514E+00  1.715742E+00  5.657662E+00  8.438929E+01  8.423528E+01  2.532810E-01  1.208504E+00  1.127928E+00  
132   1.278758E+03  3.960973E-02  4.184595E-01  1.425077E-01  1.336514E+00  1.715742E+00  5.657662E+00  8.438929E+01  8.423528E+01  5.940905E+00  1.208504E+00  1.127928E+00  
