True Cost 	Penalty 	Adjusted Cost
4.860972E+04	6.269275E+08	6.269761E+08
5.529724E+04	1.823706E+09	1.823761E+09
6.222062E+04	7.740830E+08	7.741452E+08
5.580392E+04	1.394779E+09	1.394835E+09
6.383926E+04	9.915204E+08	9.915842E+08
5.073485E+04	2.703429E+08	2.703936E+08
5.865920E+04	2.344377E+06	2.403036E+06
7.175341E+04	5.637290E+07	5.644465E+07
6.182387E+04	1.207540E+07	1.213722E+07
6.000000E+04	8.908640E+07	8.914640E+07
5.400685E+04	3.836119E+07	3.841520E+07
6.000000E+04	0.000000E+00	6.000000E+04
5.948327E+04	4.017021E+08	4.017616E+08
5.567175E+04	1.331420E+08	1.331977E+08
6.107945E+04	0.000000E+00	6.107945E+04
6.000000E+04	7.559110E+07	7.565110E+07
6.223554E+04	1.040420E+07	1.046644E+07
5.775804E+04	4.090690E+08	4.091268E+08
5.775804E+04	3.738190E+08	3.738768E+08
5.093611E+04	0.000000E+00	5.093611E+04
5.031969E+04	7.028440E+08	7.028943E+08
5.093611E+04	0.000000E+00	5.093611E+04
5.020846E+04	7.917480E+06	7.967688E+06
5.056618E+04	0.000000E+00	5.056618E+04
4.964553E+04	2.577880E+08	2.578376E+08
4.317007E+04	9.926090E+05	1.035779E+06
4.778682E+04	8.590930E+00	4.779541E+04
4.778682E+04	0.000000E+00	4.778682E+04
4.778682E+04	3.323400E+08	3.323878E+08
4.778682E+04	4.052980E+08	4.053458E+08
4.778682E+04	0.000000E+00	4.778682E+04
4.790362E+04	0.000000E+00	4.790362E+04
4.132133E+04	0.000000E+00	4.132133E+04
