Daily output for entire watershed
Day 	 Precipitation (cm) 	 Temperature (deg. C) 	 Snowmelt (cm) 	 Precip.+Snowmelt 	 Hamon's PET (cm) 	 Snowpack (cm) 	 GW storage (cm) 	 Stream storage (cm) 	 Stream Flow (m^3/s) 
1    	  1.77800000000E-01 	  +1.544444400000E+01 	 1.020462E+00 	  1.198262293E+00 	  3.275205188E-01 	 4.580871E-02 	  2.55492002E+01 	  +6.88266500000E-01 	  +3.74683408208E+00 
2    	  1.57480000000E+00 	  +1.600000000000E+01 	 4.580871E-02 	  1.620608707E+00 	  3.384585289E-01 	 0.000000E+00 	  2.50742874E+01 	  +1.02353011105E+00 	  +4.66197858740E+00 
3    	  2.13360000000E+00 	  +1.794444400000E+01 	 0.000000E+00 	  2.133600000E+00 	  3.799697919E-01 	 0.000000E+00 	  2.46290734E+01 	  +1.27352195393E+00 	  +5.65675442048E+00 
4    	  0.00000000000E+00 	  +2.222222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.874689302E-01 	 0.000000E+00 	  2.40765997E+01 	  +1.54526684484E+00 	  +5.16563913449E+00 
5    	  0.00000000000E+00 	  +2.144444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.656334114E-01 	 0.000000E+00 	  2.35365189E+01 	  +1.41110790634E+00 	  +4.80475835874E+00 
6    	  0.00000000000E+00 	  +2.122222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.591942488E-01 	 0.000000E+00 	  2.30085532E+01 	  +1.31252538777E+00 	  +4.53216827947E+00 
7    	  1.70180000000E+00 	  +1.800000000000E+01 	 0.000000E+00 	  1.701800000E+00 	  3.796581445E-01 	 0.000000E+00 	  2.24924306E+01 	  +1.23806141419E+00 	  +4.78132563950E+00 
8    	  1.01600000000E-01 	  +1.694444400000E+01 	 0.000000E+00 	  1.016000000E-01 	  3.560454081E-01 	 0.000000E+00 	  2.19878855E+01 	  +1.30612422529E+00 	  +4.45873248848E+00 
9    	  0.00000000000E+00 	  +1.611111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.382082490E-01 	 0.000000E+00 	  2.14946584E+01 	  +1.21800081325E+00 	  +4.21386063716E+00 
10   	  0.00000000000E+00 	  +1.861111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.921746327E-01 	 0.000000E+00 	  2.10124951E+01 	  +1.15110868307E+00 	  +4.02189551367E+00 
11   	  0.00000000000E+00 	  +2.044444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.361351622E-01 	 0.000000E+00 	  2.05411477E+01 	  +1.09866918885E+00 	  +3.86613083053E+00 
12   	  1.62560000000E+00 	  +2.150000000000E+01 	 0.000000E+00 	  1.625600000E+00 	  4.630114115E-01 	 0.000000E+00 	  2.00803734E+01 	  +1.05611864086E+00 	  +4.12329445408E+00 
13   	  0.00000000000E+00 	  +2.138888900000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.593448705E-01 	 0.000000E+00 	  1.96299351E+01 	  +1.12636853888E+00 	  +3.88285156848E+00 
14   	  0.00000000000E+00 	  +2.077777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.426486588E-01 	 0.000000E+00 	  1.91896009E+01 	  +1.06068627807E+00 	  +3.69622928155E+00 
15   	  0.00000000000E+00 	  +2.177777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.682586804E-01 	 0.000000E+00 	  1.87591442E+01 	  +1.00970629714E+00 	  +3.54636915869E+00 
16   	  0.00000000000E+00 	  +2.283333300000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.966678905E-01 	 0.000000E+00 	  1.83383433E+01 	  +9.68768709610E-01 	  +3.42178381401E+00 
17   	  0.00000000000E+00 	  +2.405555600000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.314985150E-01 	 0.000000E+00 	  1.79269818E+01 	  +9.34735483457E-01 	  +3.31473367493E+00 
18   	  6.09600000000E-01 	  +2.294444400000E+01 	 0.000000E+00 	  6.096000000E-01 	  4.980325617E-01 	 0.000000E+00 	  1.75248479E+01 	  +9.05492384257E-01 	  +3.22522689245E+00 
19   	  0.00000000000E+00 	  +2.427777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  5.362220209E-01 	 0.000000E+00 	  1.71317346E+01 	  +8.81041638641E-01 	  +3.13757814246E+00 
20   	  0.00000000000E+00 	  +2.250000000000E+01 	 0.000000E+00 	  0.000000000E+00 	  4.836615728E-01 	 0.000000E+00 	  1.67474394E+01 	  +8.57098455450E-01 	  +3.05690390008E+00 
21   	  1.01600000000E-01 	  +1.883333300000E+01 	 0.000000E+00 	  1.016000000E-01 	  3.899590927E-01 	 0.000000E+00 	  1.63717647E+01 	  +8.35060512362E-01 	  +2.98140836772E+00 
22   	  1.21920000000E+00 	  +1.916666700000E+01 	 0.000000E+00 	  1.219200000E+00 	  3.968791861E-01 	 0.000000E+00 	  1.60045171E+01 	  +8.14437247781E-01 	  +3.03064768835E+00 
23   	  0.00000000000E+00 	  +1.916666700000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.960386544E-01 	 0.000000E+00 	  1.56455074E+01 	  +8.27888050833E-01 	  +2.92270899564E+00 
24   	  5.56260000000E+00 	  +1.822222200000E+01 	 0.000000E+00 	  5.562600000E+00 	  3.737217891E-01 	 0.000000E+00 	  1.53065188E+01 	  +7.98402223675E-01 	  +7.80059459386E+00 
