Daily output for entire watershed
Day 	 Precipitation (cm) 	 Temperature (deg. C) 	 Snowmelt (cm) 	 Precip.+Snowmelt 	 Hamon's PET (cm) 	 Snowpack (cm) 	 GW storage (cm) 	 Stream storage (cm) 	 Stream Flow (m^3/s) 
1    	  1.77800000000E-01 	  +1.544444400000E+01 	 1.415642E+00 	  1.593442000E+00 	  2.559300194E-01 	 0.000000E+00 	  5.73698983E+00 	  +1.07166700000E+00 	  +1.36512115282E+01 
2    	  1.57480000000E+00 	  +1.600000000000E+01 	 0.000000E+00 	  1.574800000E+00 	  2.644771637E-01 	 0.000000E+00 	  2.15442843E+00 	  +8.80351383259E+00 	  +1.59553602231E+01 
3    	  2.13360000000E+00 	  +1.794444400000E+01 	 0.000000E+00 	  2.133600000E+00 	  2.969147599E-01 	 0.000000E+00 	  8.09058755E-01 	  +1.02894335890E+01 	  +1.52027376832E+01 
4    	  0.00000000000E+00 	  +2.222222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.809163873E-01 	 0.000000E+00 	  3.03828180E-01 	  +9.80407571961E+00 	  +1.32542407750E+01 
5    	  0.00000000000E+00 	  +2.144444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.638537471E-01 	 0.000000E+00 	  1.14097478E-01 	  +8.54751182792E+00 	  +1.12331046249E+01 
6    	  0.00000000000E+00 	  +2.122222200000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.588220776E-01 	 0.000000E+00 	  4.28473567E-02 	  +7.24410370055E+00 	  +9.40504221526E+00 
7    	  1.70180000000E+00 	  +1.800000000000E+01 	 0.000000E+00 	  1.701800000E+00 	  2.966712334E-01 	 0.000000E+00 	  1.60905921E-02 	  +6.06520667174E+00 	  +7.99728494659E+00 
8    	  1.01600000000E-01 	  +1.694444400000E+01 	 0.000000E+00 	  1.016000000E-01 	  2.782198457E-01 	 0.000000E+00 	  6.04254672E-03 	  +5.15735973360E+00 	  +6.64351848048E+00 
9    	  0.00000000000E+00 	  +1.611111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  2.642815908E-01 	 0.000000E+00 	  2.26917509E-03 	  +4.28433086098E+00 	  +5.51303495562E+00 
10   	  0.00000000000E+00 	  +1.861111100000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.064518270E-01 	 0.000000E+00 	  8.52149903E-04 	  +3.55529466312E+00 	  +4.57271437471E+00 
11   	  0.00000000000E+00 	  +2.044444400000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.408033211E-01 	 0.000000E+00 	  3.20010324E-04 	  +2.94889242373E+00 	  +3.79195090288E+00 
12   	  1.62560000000E+00 	  +2.150000000000E+01 	 0.000000E+00 	  1.625600000E+00 	  3.618048725E-01 	 0.000000E+00 	  1.20174405E-04 	  +2.44538678176E+00 	  +3.31942418217E+00 
13   	  0.00000000000E+00 	  +2.138888900000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.589397759E-01 	 0.000000E+00 	  4.51294429E-05 	  +2.14065957762E+00 	  +2.75225231589E+00 
14   	  0.00000000000E+00 	  +2.077777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.458930764E-01 	 0.000000E+00 	  1.69475906E-05 	  +1.77489677628E+00 	  +2.28194624174E+00 
15   	  0.00000000000E+00 	  +2.177777800000E+01 	 0.000000E+00 	  0.000000000E+00 	  3.659051763E-01 	 0.000000E+00 	  6.36437783E-06 	  +1.47160164231E+00 	  +1.89198983988E+00 
